;T_meas [°C];T_sim [°C];T_out [°C];C_th_rel [-];Sched_HG [-];Q_hg [W];Sched_op_w [-];NV_ACH [vol/h];NV_vfr [m3/h]
12;27.3417;27.3422;24.3000;1.7976;0.8414;841.3594;0.0342;5.4166;892.1207
13;27.6236;27.6298;24.7000;1.7976;0.8414;841.3594;0.0955;4.3773;720.9367
14;27.9992;28.0022;26.2000;1.7976;0.8414;841.3594;0.0859;5.9636;982.2069
15;27.8592;27.8581;26.4000;1.7976;0.8414;841.3594;0.1386;9.9952;1646.2015
16;27.8100;27.8147;26.1000;1.7976;0.8414;841.3594;0.1170;8.9783;1478.7180
17;28.1108;28.1106;25.3000;1.7976;0.8414;841.3594;0.0469;3.6765;605.5191
18;28.1408;28.1406;25.0000;1.7976;0.8414;841.3594;0.0445;3.2874;541.4422
19;27.9358;27.9400;25.3000;1.7976;0.8414;841.3594;0.0826;5.2069;857.5725
20;27.7350;27.7408;24.9000;1.7976;0.8414;841.3594;0.1192;5.6269;926.7531
21;27.4867;27.4923;25.4000;1.7976;0.8414;841.3594;0.2072;9.3298;1536.6177
22;27.0633;27.0845;24.6000;1.7976;0.8414;841.3594;0.2137;9.6526;1589.7788
23;26.8692;26.8991;22.5000;1.7976;0.8414;841.3594;0.1027;5.2907;871.3832
0;27.0600;27.0759;21.8000;1.1716;0.7079;707.9410;0.0597;4.3759;720.7039
1;27.1573;27.1702;21.4000;1.1716;0.7079;707.9410;0.0363;3.0581;503.6684
2;27.1669;27.1608;20.8000;1.1716;0.7079;707.9410;0.0153;2.4446;402.6220
3;27.1809;27.1956;20.2000;1.1716;0.7079;707.9410;0.0387;1.9087;314.3589
4;27.1708;27.1892;20.1000;1.1716;0.7079;707.9410;0.0443;2.2188;365.4437
5;27.1758;27.1645;19.7000;1.1716;0.7079;707.9410;0.0145;2.2601;372.2428
6;27.2067;27.2216;20.2000;1.1716;0.7079;707.9410;0.0433;2.3372;384.9386
7;27.2258;27.2424;20.8000;1.1716;0.7079;707.9410;0.0387;2.5288;416.4944
8;27.1850;27.2040;21.7000;1.1716;0.7079;707.9410;0.0400;3.2221;530.6784
9;27.1875;27.2108;22.6000;1.1716;0.7079;707.9410;0.0468;4.2047;692.5083
10;27.1208;27.1505;23.3000;1.1716;0.7079;707.9410;0.0625;5.8810;968.6023
11;27.1650;27.2023;24.6000;1.1716;0.7079;707.9410;0.0883;9.4921;1563.3458
12;27.4050;27.4518;24.9000;1.1716;0.7079;707.9410;0.0685;7.9815;1314.5591
13;27.7350;27.6993;25.8000;1.1716;0.7079;707.9410;0.0667;8.3697;1378.4939
14;27.7509;27.8069;26.5000;1.1716;0.7079;707.9410;0.0814;11.1459;1835.7307
15;27.5092;27.5453;26.8000;1.1716;0.7079;707.9410;0.1816;24.8059;4085.5258
16;27.2758;27.1708;21.3000;1.1716;0.7079;707.9410;0.0926;3.0914;509.1476
17;27.1883;27.1296;18.8000;1.1716;0.7079;707.9410;0.0474;1.7966;295.9005
18;26.9483;26.8718;20.6000;1.1716;0.7079;707.9410;0.0609;2.9851;491.6397
19;26.8383;26.7079;20.4000;1.1716;0.7079;707.9410;0.0567;2.9517;486.1384
20;26.5517;26.5668;20.3000;1.1716;0.7079;707.9410;0.0843;2.9279;482.2241
21;26.5758;26.5295;19.7000;1.1716;0.7079;707.9410;0.0224;2.3751;391.1795
22;26.4517;26.3880;19.3000;1.1716;0.7079;707.9410;0.0229;2.2706;373.9678
23;26.6633;26.6536;18.6000;1.1716;0.7079;707.9410;0.0129;1.2077;198.9112
0;26.8250;26.8250;17.9000;2.0902;0.9622;962.2266;0.0431;3.3352;549.3080
1;26.8667;26.8667;17.2000;2.0902;0.9622;962.2266;0.0309;2.6060;429.2049
2;26.8817;26.8817;16.8000;2.0902;0.9622;962.2266;0.0265;2.2692;373.7390
3;26.9225;26.9225;16.8000;2.0902;0.9622;962.2266;0.0161;2.0724;341.3322
4;26.8833;26.8833;16.2000;2.0902;0.9622;962.2266;0.0152;2.0678;340.5649
5;26.8275;26.8275;16.0000;2.0902;0.9622;962.2266;0.0158;1.9948;328.5393
6;26.7158;26.7158;15.9000;2.0902;0.9622;962.2266;0.0163;2.1169;348.6541
7;26.4800;26.4800;15.8000;2.0902;0.9622;962.2266;0.0202;2.3735;390.9226
8;26.3750;26.3750;16.5000;2.0902;0.9622;962.2266;0.0220;2.6950;443.8640
9;26.2958;26.2958;17.1000;2.0902;0.9622;962.2266;0.0294;2.9137;479.8836
10;26.1583;26.1583;17.5000;2.0902;0.9622;962.2266;0.0331;3.2136;529.2751
11;26.3742;26.3742;18.0000;2.0902;0.9622;962.2266;0.0274;2.8029;461.6374
12;26.5708;26.5708;17.9000;2.0902;0.9622;962.2266;0.0216;2.3062;379.8337
13;26.6042;26.6042;18.5000;2.0902;0.9622;962.2266;0.0207;2.3820;392.3105
14;26.6858;26.6858;18.5000;2.0902;0.9622;962.2266;0.0200;2.1109;347.6721
15;26.7708;26.7708;18.0000;2.0902;0.9622;962.2266;0.0144;1.7322;285.3009
16;26.6750;26.6750;18.9000;2.0902;0.9622;962.2266;0.0194;2.1912;360.8868
17;26.2683;26.2682;18.8000;2.0902;0.9622;962.2266;0.0248;2.9937;493.0544
18;26.0567;26.0567;18.2000;2.0902;0.9622;962.2266;0.0257;2.9893;492.3330
19;26.2475;26.2474;18.5000;2.0902;0.9622;962.2266;0.0230;2.4810;408.6175
20;26.0500;26.0500;18.2000;2.0902;0.9622;962.2266;0.0272;2.6895;442.9660
21;26.0783;26.0783;17.8000;2.0902;0.9622;962.2266;0.0202;2.2876;376.7644
22;26.4775;26.4775;17.5000;2.0902;0.9622;962.2266;0.0124;1.2855;211.7228
23;26.4917;26.4917;17.4000;2.0902;0.9622;962.2266;0.0120;1.2282;202.2900
