;T_meas [°C];T_sim [°C];T_out [°C];C_th_rel [-];Sched_HG [-];Q_hg [W];Sched_op_w [-];NV_ACH [vol/h];NV_vfr [m3/h]
21;28.1675;28.3928;24.6000;2.0894;0.8605;860.4844;0.1603;8.4771;1281.7302
22;27.9458;28.2064;23.2000;2.0894;0.8605;860.4844;0.2510;5.8560;885.4327
23;27.8833;28.3969;22.6000;2.0894;0.8605;860.4844;0.1407;4.0873;617.9968
0;27.9992;27.9992;21.8000;2.0448;0.7042;704.2329;0.0733;3.2170;486.4058
1;28.0342;28.0342;20.9000;2.0448;0.7042;704.2329;0.0620;2.2178;335.3372
2;28.0367;28.0367;20.1000;2.0448;0.7042;704.2329;0.2724;1.7258;260.9463
3;28.0250;28.0250;19.7000;2.0448;0.7042;704.2329;0.0429;1.5051;227.5752
4;28.0242;28.0242;19.5000;2.0448;0.7042;704.2329;0.0253;1.8356;277.5405
5;28.0183;28.0183;20.4000;2.0448;0.7042;704.2329;0.0228;2.2136;334.6951
6;28.0475;28.0475;20.7000;2.0448;0.7042;704.2329;0.0216;2.1047;318.2298
7;28.1800;28.1800;21.1000;2.0448;0.7042;704.2329;0.0180;2.0052;303.1868
8;28.2358;28.2358;21.0000;2.0448;0.7042;704.2329;0.0281;2.3707;358.4525
9;28.0217;28.0217;20.5000;2.0448;0.7042;704.2329;0.0561;3.2771;495.4940
10;27.0158;27.0158;21.9000;2.0448;0.7042;704.2329;0.0791;8.1228;1228.1604
11;28.3925;28.3925;22.7000;2.0448;0.7042;704.2329;0.0381;3.6703;554.9539
12;28.9042;28.9042;23.9000;2.0448;0.7042;704.2329;0.1192;3.3414;505.2182
13;29.1283;29.1283;25.6000;2.0448;0.7042;704.2329;0.1145;4.7214;713.8757
14;29.1308;29.1308;25.1000;2.0448;0.7042;704.2329;0.0502;4.2896;648.5933
15;29.0167;29.0167;27.0000;2.0448;0.7042;704.2329;0.0720;10.5967;1602.2274
16;28.9250;28.9250;26.7000;2.0448;0.7042;704.2329;0.0574;10.0085;1513.2865
17;28.8392;28.8391;27.6000;2.0448;0.7042;704.2329;0.1111;19.1391;2893.8286
18;28.7725;28.7725;26.6000;2.0448;0.7042;704.2329;0.0532;10.4430;1578.9888
19;28.0975;28.0975;25.0000;2.0448;0.7042;704.2329;0.0471;9.4926;1435.2820
20;27.3758;27.3758;23.3000;2.0448;0.7042;704.2329;0.0423;8.6558;1308.7533
21;27.1508;27.1508;22.6000;2.0448;0.7042;704.2329;0.0387;7.5217;1137.2846
22;27.2125;27.2125;21.3000;2.0448;0.7042;704.2329;0.0258;4.8917;739.6193
23;27.4567;27.4567;20.4000;2.0448;0.7042;704.2329;0.0176;3.1179;471.4301
0;27.6300;27.4696;19.9000;2.0412;0.7566;756.5968;0.0000;0.0000;0.0001
1;27.6983;27.6978;19.2000;2.0412;0.7566;756.5968;0.0015;0.1853;28.0180
2;27.6992;27.6977;18.6000;2.0412;0.7566;756.5968;0.0012;0.1452;21.9561
3;27.7017;27.6996;17.9000;2.0412;0.7566;756.5968;0.0009;0.1219;18.4379
4;27.7042;27.7036;17.6000;2.0412;0.7566;756.5968;0.0070;0.9864;149.1401
5;27.7817;27.7807;17.0000;2.0412;0.7566;756.5968;0.0103;1.5448;233.5693
6;27.9950;27.9934;17.1000;2.0412;0.7566;756.5968;0.0139;1.9814;299.5852
7;28.4317;28.4300;17.7000;2.0412;0.7566;756.5968;0.0141;2.0709;313.1156
8;29.1567;29.1548;18.6000;2.0412;0.7566;756.5968;0.0138;1.8541;280.3453
9;29.6475;29.6461;19.4000;2.0412;0.7566;756.5968;0.0168;1.8510;279.8655
10;30.0608;30.0614;20.5000;2.0412;0.7566;756.5968;0.0168;1.8078;273.3349
11;30.2892;30.2891;21.6000;2.0412;0.7566;756.5968;0.0167;1.8647;281.9488
12;30.2675;30.2642;22.8000;2.0412;0.7566;756.5968;0.0185;2.5018;378.2766
13;29.9833;29.9811;23.8000;2.0412;0.7566;756.5968;0.0291;4.0101;606.3269
14;29.7642;29.7645;24.9000;2.0412;0.7566;756.5968;0.0426;5.7882;875.1699
15;29.5108;29.5119;26.0000;2.0412;0.7566;756.5968;0.0755;9.0932;1374.8859
16;29.2917;29.2952;26.3000;2.0412;0.7566;756.5968;0.1726;11.3009;1708.7036
17;29.2292;29.2345;27.2000;2.0412;0.7566;756.5968;0.1846;16.4795;2491.6970
18;29.1642;29.1771;27.1000;2.0412;0.7566;756.5968;0.3391;15.5438;2350.2198
19;28.9642;28.9718;26.1000;2.0412;0.7566;756.5968;0.2839;11.0982;1678.0416
20;28.7733;28.7806;25.4000;2.0412;0.7566;756.5968;0.1493;9.2869;1404.1823
21;28.5708;28.5809;23.9000;2.0412;0.7566;756.5968;0.1569;6.4647;977.4641
22;28.6150;28.6221;23.0000;2.0412;0.7566;756.5968;0.1077;4.6562;704.0171
23;28.5658;28.6170;22.5000;2.0412;0.7566;756.5968;0.4264;3.8712;585.3180
0;28.5258;28.8519;22.3000;2.0491;0.6325;632.5416;0.0794;1.5132;228.7991
1;28.4950;28.4220;22.3000;2.0491;0.6325;632.5416;0.0531;2.4509;370.5819
2;28.4425;28.3630;21.6000;2.0491;0.6325;632.5416;0.0439;2.0096;303.8456
3;28.4058;28.2802;21.1000;2.0491;0.6325;632.5416;0.0499;1.8577;280.8849
4;28.3625;28.7674;20.5000;2.0491;0.6325;632.5416;0.1051;1.6636;251.5294
5;28.3433;29.1264;20.0000;2.0491;0.6325;632.5416;0.1099;1.3005;196.6396
6;28.4725;28.6804;20.0000;2.0491;0.6325;632.5416;0.1091;3.1675;478.9280
7;28.6675;28.8369;19.8000;2.0491;0.6325;632.5416;0.0150;3.0918;467.4743
8;29.0292;29.2444;20.4000;2.0491;0.6325;632.5416;0.0172;2.9544;446.6998
9;29.7417;30.0077;21.2000;2.0491;0.6325;632.5416;0.0075;2.0643;312.1172
10;29.8608;29.9329;22.1000;2.0491;0.6325;632.5416;0.0259;2.9210;441.6625
11;29.8900;29.9893;22.2000;2.0491;0.6325;632.5416;0.0259;2.9176;441.1388
12;29.8917;29.9926;22.9000;2.0491;0.6325;632.5416;0.0249;3.3029;499.3998
13;29.8767;29.9948;22.9000;2.0491;0.6325;632.5416;0.0236;3.2543;492.0447
14;29.7492;29.9144;23.0000;2.0491;0.6325;632.5416;0.0239;3.4460;521.0378
15;29.6192;28.5231;23.7000;2.0491;0.6325;632.5416;0.0609;9.0441;1367.4666
16;29.0683;28.1473;22.9000;2.0491;0.6325;632.5416;0.0608;8.4286;1274.3974
17;28.7317;27.7444;22.6000;2.0491;0.6325;632.5416;0.0629;8.8792;1342.5301
18;28.6308;27.6132;22.1000;2.0491;0.6325;632.5416;0.0567;7.7752;1175.6116
19;28.6233;27.6413;21.8000;2.0491;0.6325;632.5416;0.0566;6.4803;979.8205
20;27.6542;27.3568;22.3000;2.0491;0.6325;632.5416;0.0251;7.6819;1161.5026
21;27.1767;27.0671;22.2000;2.0491;0.6325;632.5416;0.0203;8.0283;1213.8716
22;27.0433;26.8528;21.1000;2.0491;0.6325;632.5416;0.0245;6.4667;977.7660
23;26.9550;26.6812;20.1000;2.0491;0.6325;632.5416;0.0760;5.3107;802.9796
0;27.1967;27.1967;19.6000;2.0448;0.6815;681.5319;0.0395;2.6688;403.5236
1;27.4750;27.4750;18.9000;2.0448;0.6815;681.5319;0.0198;1.5975;241.5355
2;27.6067;27.6067;18.4000;2.0448;0.6815;681.5319;0.0116;1.1097;167.7831
3;27.6608;27.6608;17.3000;2.0448;0.6815;681.5319;0.0051;0.7356;111.2293
4;27.6833;27.6833;16.5000;2.0448;0.6815;681.5319;0.0131;1.3200;199.5792
5;27.7325;27.7325;15.9000;2.0448;0.6815;681.5319;0.0154;1.7887;270.4476
6;27.9200;27.9200;16.3000;2.0448;0.6815;681.5319;0.0195;2.2205;335.7451
7;28.3225;28.3225;16.9000;2.0448;0.6815;681.5319;0.0198;2.3465;354.7857
8;28.6233;28.6233;18.0000;2.0448;0.6815;681.5319;0.0212;2.6019;393.4067
9;28.0683;28.0683;19.2000;2.0448;0.6815;681.5319;0.0312;4.7026;711.0309
10;28.9550;28.9550;19.6000;2.0448;0.6815;681.5319;0.0196;3.0214;456.8365
11;29.5550;29.5550;20.6000;2.0448;0.6815;681.5319;0.0161;2.3584;356.5857
12;29.6650;29.6650;22.2000;2.0448;0.6815;681.5319;0.0188;2.8063;424.3145
13;29.5092;29.5092;23.1000;2.0448;0.6815;681.5319;0.0241;3.8665;584.6214
14;29.3517;29.3517;23.8000;2.0448;0.6815;681.5319;0.0325;4.7923;724.5969
15;29.0700;29.0700;24.0000;2.0448;0.6815;681.5319;0.0341;5.8110;878.6301
16;28.7308;28.7308;24.5000;2.0448;0.6815;681.5319;0.0496;7.8126;1181.2630
17;28.5917;28.5917;25.8000;2.0448;0.6815;681.5319;0.0846;12.1977;1844.2910
18;28.2758;28.2757;26.2000;2.0448;0.6815;681.5319;0.1231;17.6688;2671.5159
19;27.7825;27.7825;26.2000;2.0448;0.6815;681.5319;0.2081;25.7060;3886.7508
20;27.5917;27.5917;24.8000;2.0448;0.6815;681.5319;0.1204;13.7272;2075.5541
21;27.4358;27.4358;24.3000;2.0448;0.6815;681.5319;0.1238;11.7254;1772.8749
22;27.4117;27.4117;23.3000;2.0448;0.6815;681.5319;0.0887;8.0154;1211.9317
23;27.7208;27.7208;22.5000;2.0448;0.6815;681.5319;0.0477;4.7715;721.4434
0;27.8700;27.4177;21.8000;2.0926;0.9188;918.8463;0.0000;0.0000;0.0000
1;27.9133;27.5559;21.2000;2.0926;0.9188;918.8463;0.0000;0.0000;0.0000
2;27.9333;27.5724;20.4000;2.0926;0.9188;918.8463;0.0000;0.0000;0.0000
3;27.9458;27.5845;19.3000;2.0926;0.9188;918.8463;0.0000;0.0000;0.0000
4;27.9383;27.8940;18.9000;2.0926;0.9188;918.8463;0.0079;0.5429;82.0926
5;28.0017;27.9632;18.5000;2.0926;0.9188;918.8463;0.0306;1.3680;206.8373
6;28.3933;28.4038;19.1000;2.0926;0.9188;918.8463;0.2301;1.6801;254.0347
7;29.1158;29.0814;20.0000;2.0926;0.9188;918.8463;0.0685;1.5618;236.1420
8;29.9100;30.6313;20.7000;2.0926;0.9188;918.8463;0.0003;0.0008;0.1282
9;29.5558;29.5840;21.7000;2.0926;0.9188;918.8463;0.3721;3.1509;476.4163
10;29.5475;29.5832;22.7000;2.0926;0.9188;918.8463;0.1611;4.0396;610.7898
11;29.9650;29.9919;23.3000;2.0926;0.9188;918.8463;0.0356;3.4090;515.4398
12;29.7558;29.7887;24.3000;2.0926;0.9188;918.8463;0.0855;5.1100;772.6313
13;29.4783;29.5073;24.7000;2.0926;0.9188;918.8463;0.1222;6.6217;1001.2003
14;29.0433;29.0690;26.2000;2.0926;0.9188;918.8463;0.2160;13.7704;2082.0798
15;28.5100;28.5343;26.4000;2.0926;0.9188;918.8463;0.2518;21.4796;3247.7114
16;28.1683;28.1945;26.1000;2.0926;0.9188;918.8463;0.2448;22.6320;3421.9655
17;28.0842;28.0993;25.3000;2.0926;0.9188;918.8463;0.2232;16.0724;2430.1517
18;27.9375;27.9523;25.0000;2.0926;0.9188;918.8463;0.2450;14.8602;2246.8622
19;27.6558;27.6784;25.3000;2.0926;0.9188;918.8463;0.2577;18.8309;2847.2277
20;28.0500;28.0930;24.9000;2.0926;0.9188;918.8463;0.2039;10.9239;1651.6957
21;28.2167;28.2441;25.4000;2.0926;0.9188;918.8463;0.2109;10.9944;1662.3505
22;27.8292;27.8739;24.6000;2.0926;0.9188;918.8463;0.0538;10.4107;1574.0996
23;27.9483;28.0646;22.5000;2.0926;0.9188;918.8463;0.0958;4.7886;724.0370
0;28.1692;28.1692;21.8000;2.0484;0.7238;723.7800;0.3131;7.3878;1117.0426
1;28.2133;28.2133;21.4000;2.0484;0.7238;723.7800;0.1922;5.7004;861.8935
2;28.2533;28.2533;20.8000;2.0484;0.7238;723.7800;0.0562;4.5715;691.2118
3;28.2508;28.2508;20.2000;2.0484;0.7238;723.7800;0.0454;3.8310;579.2490
4;28.2750;28.2750;20.1000;2.0484;0.7238;723.7800;0.0532;4.4820;677.6841
5;28.3817;28.3817;19.7000;2.0484;0.7238;723.7800;0.0551;4.6574;704.1985
6;28.8142;28.8142;20.2000;2.0484;0.7238;723.7800;0.0502;4.6534;703.5966
7;29.3317;29.3317;20.8000;2.0484;0.7238;723.7800;0.0405;4.5356;685.7822
8;29.8542;29.8542;21.7000;2.0484;0.7238;723.7800;0.0351;4.5410;686.5931
9;30.4108;30.4108;22.6000;2.0484;0.7238;723.7800;0.0281;4.3055;650.9873
10;30.7950;30.7950;23.3000;2.0484;0.7238;723.7800;0.0262;4.1113;621.6224
11;30.9742;30.9742;24.6000;2.0484;0.7238;723.7800;0.0295;4.6286;699.8459
12;30.8933;30.8933;24.9000;2.0484;0.7238;723.7800;0.0256;4.9650;750.7026
13;30.6500;30.6500;25.8000;2.0484;0.7238;723.7800;0.0301;6.3722;963.4750
14;30.4067;30.4067;26.5000;2.0484;0.7238;723.7800;0.0359;8.3692;1265.4236
15;29.9892;29.9891;26.8000;2.0484;0.7238;723.7800;0.0524;11.4945;1737.9654
16;29.7800;29.7800;21.3000;2.0484;0.7238;723.7800;0.0148;3.7020;559.7385
17;29.5933;29.5933;18.8000;2.0484;0.7238;723.7800;0.0350;2.6910;406.8866
18;29.4575;29.4575;20.6000;2.0484;0.7238;723.7800;0.0471;3.3562;507.4617
19;29.4092;29.4092;20.4000;2.0484;0.7238;723.7800;0.0655;3.0000;453.5997
20;29.3250;29.3250;20.3000;2.0484;0.7238;723.7800;0.0207;2.8064;424.3315
21;29.1867;29.1867;19.7000;2.0484;0.7238;723.7800;0.0111;2.5382;383.7790
22;29.0508;29.0508;19.3000;2.0484;0.7238;723.7800;0.0120;2.3601;356.8491
23;28.9400;28.9400;18.6000;2.0484;0.7238;723.7800;0.0103;2.0657;312.3321
0;28.8658;28.8658;17.9000;2.0593;0.7509;750.8856;0.0338;6.0918;921.0849
1;28.8018;28.8018;17.2000;2.0593;0.7509;750.8856;0.0242;4.9122;742.7290
2;28.7333;28.7333;16.8000;2.0593;0.7509;750.8856;0.0215;4.3019;650.4419
3;28.6750;28.6750;16.8000;2.0593;0.7509;750.8856;0.0161;3.9641;599.3669
4;28.6050;28.6050;16.2000;2.0593;0.7509;750.8856;0.0158;4.1443;626.6190
5;28.6042;28.6042;16.0000;2.0593;0.7509;750.8856;0.0149;3.7483;566.7356
6;28.8242;28.8242;15.9000;2.0593;0.7509;750.8856;0.0157;3.8597;583.5899
7;28.9992;28.9992;15.8000;2.0593;0.7509;750.8856;0.0155;3.8301;579.1164
8;29.5792;29.5792;16.5000;2.0593;0.7509;750.8856;0.0121;2.8511;431.0910
9;30.0808;30.0808;17.1000;2.0593;0.7509;750.8856;0.0101;2.1137;319.5943
10;30.1758;30.1758;17.5000;2.0593;0.7509;750.8856;0.0083;1.9400;293.3323
11;29.7717;29.7717;18.0000;2.0593;0.7509;750.8856;0.0104;2.4716;373.7123
12;29.5567;29.5567;17.9000;2.0593;0.7509;750.8856;0.0110;2.5830;390.5441
13;29.3708;29.3709;18.5000;2.0593;0.7509;750.8856;0.0113;2.7927;422.2514
14;29.2642;29.2642;18.5000;2.0593;0.7509;750.8856;0.0109;2.6858;406.0932
15;29.2042;29.2042;18.0000;2.0593;0.7509;750.8856;0.0106;2.4024;363.2408
16;29.0942;29.0942;18.9000;2.0593;0.7509;750.8856;0.0117;2.6342;398.2953
17;29.0108;29.0109;18.8000;2.0593;0.7509;750.8856;0.0111;2.4667;372.9724
18;29.0242;29.0242;18.2000;2.0593;0.7509;750.8856;0.0097;2.0132;304.4004
19;28.8436;28.8430;18.5000;2.0593;0.7509;750.8856;0.0112;2.1623;326.9324
20;28.7292;28.7292;18.2000;2.0593;0.7509;750.8856;0.0116;2.0076;303.5534
21;28.6033;28.6033;17.8000;2.0593;0.7509;750.8856;0.0097;1.8675;282.3699
22;28.5283;28.5283;17.5000;2.0593;0.7509;750.8856;0.0091;1.6892;255.4144
23;28.4733;28.4733;17.4000;2.0593;0.7509;750.8856;0.0089;1.5508;234.4778
