;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Cooling System 2;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
131999430;7.4;2;residential;Before 1930;131999430;Bd131999430;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1377.268994140625;372.23486328125;5;1383.3533043016164;204.46418472181963;63.081310011100214;-15.04096817589855;0.0;192705.9887207031;0.0;0.0;24244488.22045074;0.0;0.0;174057.0220703125;0.0;0.0;15588068.25489674;0.0;0.0;192705.9887207031;0.0;0.0;12940812.824400181;0.0;0.0;186489.66650390625;0.0;0.0;2930758.153311632;0.0;0.0;192705.9887207031;0.0;0.0;636650.0848861156;0.0;0.0;186489.66650390625;0.0;0.0;616112.9853736603;-3362883.6332999323;0.0;192705.9887207031;0.0;0.0;636650.0848861156;-7151555.890606574;0.0;192705.9887207031;0.0;0.0;636650.0848861156;-7591330.17523639;0.0;186489.66650390625;0.0;0.0;616112.9853736603;-2250465.8722934853;0.0;192705.9887207031;0.0;0.0;5134175.098604044;0.0;0.0;186489.66650390625;0.0;0.0;13791011.367541844;0.0;0.0;192705.9887207031;0.0;0.0;21170561.68892562;0.0;0.0;2268957.6091308594;0.0;0.0;98942051.83353648;-20356235.571436383
131999479;5.3;1;university;1961-1970;131999479;Bd131999479;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1702.5020751953125;321.226806640625;4;1221.581911938155;236.42822051416366;51.641584492688644;-12.626840740284363;0.0;415163.81957904296;0.0;0.0;22368133.5567017;0.0;0.0;393675.8586022656;0.0;0.0;14439550.368827524;0.0;0.0;436621.7702626367;0.0;0.0;12422384.237116415;0.0;0.0;418730.14126191405;0.0;0.0;3393601.1628978206;0.0;0.0;439304.0140980859;0.0;0.0;93002.76946510011;0.0;0.0;405318.92208466795;0.0;0.0;1222109.4044641072;-3664433.652539826;0.0;433939.5264271875;0.0;0.0;1343943.331640851;-7656910.206769129;0.0;439304.0140980859;0.0;0.0;1638592.9320397594;-8646779.283109926;0.0;416047.8974264648;0.0;0.0;1406327.136748728;-3022896.671396632;0.0;439304.0140980859;0.0;0.0;4006810.681376818;0.0;0.0;424094.6289328125;0.0;0.0;12346702.680718418;0.0;0.0;431257.2825917383;0.0;0.0;19693094.930047963;0.0;0.0;5092761.889462989;0.0;0.0;94374253.19204521;-22991019.81381551
131999538;12.5;3;residential;1945-1960;131999538;Bd131999538;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3091.986083984375;742.07666015625;10;1327.0585496915544;426.22168244303566;82.74815824424397;-29.277330050930356;0.0;384173.08696289064;0.0;0.0;30963567.231313918;0.0;0.0;346995.0462890625;0.0;0.0;19554717.84237957;0.0;0.0;384173.08696289064;0.0;0.0;16584441.945894893;0.0;0.0;371780.40673828125;0.0;0.0;4261961.601157459;0.0;0.0;384173.08696289064;0.0;0.0;1270499.9034088529;0.0;0.0;371780.40673828125;0.0;0.0;1229516.0355569543;-4630372.330696775;0.0;384173.08696289064;0.0;0.0;1270499.9034088529;-9910000.676981062;0.0;384173.08696289064;0.0;0.0;1270499.9034088529;-12241805.564780653;0.0;371780.40673828125;0.0;0.0;1229516.0355569543;-4022626.0387686198;0.0;384173.08696289064;0.0;0.0;6690531.529716078;0.0;0.0;371780.40673828125;0.0;0.0;16581758.811216919;0.0;0.0;384173.08696289064;0.0;0.0;27752150.79224441;0.0;0.0;4523328.281982422;0.0;0.0;128659661.5352637;-30804804.61122711
131999543;7.7;2;residential;1945-1960;131999543;Bd131999543;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;941.238525390625;244.4775390625;3;565.9865821147882;151.03528883980752;31.14686518427957;-11.065315230143339;0.0;126566.02197265625;0.0;0.0;11271729.693745416;0.0;0.0;114317.697265625;0.0;0.0;6961547.826415606;0.0;0.0;126566.02197265625;0.0;0.0;5731471.625147724;0.0;0.0;122483.2470703125;0.0;0.0;1181531.0339217146;0.0;0.0;126566.02197265625;0.0;0.0;406723.2421752223;0.0;0.0;122483.2470703125;0.0;0.0;393603.1375889248;-1981751.3352819905;0.0;126566.02197265625;0.0;0.0;406723.2421752223;-4479291.126433276;0.0;126566.02197265625;0.0;0.0;406723.2421752223;-4907360.641197133;0.0;122483.2470703125;0.0;0.0;393603.1375889248;-1619944.190995643;0.0;126566.02197265625;0.0;0.0;2283193.8807460363;0.0;0.0;122483.2470703125;0.0;0.0;5989491.650674663;0.0;0.0;126566.02197265625;0.0;0.0;10224061.486983607;0.0;0.0;1490212.8393554688;0.0;0.0;45650403.19933828;-12988347.293908043
131999621;7.6;2;services;1945-1960;131999621;Bd131999621;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1593.14443359375;419.24853515625;5;1009.3293289768475;284.7067220352746;46.039032741878344;-13.866428408851572;0.0;541850.2429129921;0.0;0.0;21287271.137164544;0.0;0.0;513805.27288940625;0.0;0.0;13720921.366625508;0.0;0.0;569856.0450614297;0.0;0.0;11859871.766908599;0.0;0.0;546504.8206460156;0.0;0.0;3524667.32444183;0.0;0.0;573356.7703299844;0.0;0.0;121382.38172426075;0.0;0.0;529001.1943032423;0.0;0.0;1595033.6865735783;-3921247.217609085;0.0;566355.319792875;0.0;0.0;1754044.9971032368;-8725604.767960602;0.0;573356.7703299844;0.0;0.0;2138606.3437838037;-9900308.06084867;0.0;543004.0953774609;0.0;0.0;1834417.4948850232;-3439226.554983417;0.0;573356.7703299844;0.0;0.0;3726608.007192931;0.0;0.0;553506.271183125;0.0;0.0;11498008.18235195;0.0;0.0;562854.5945243203;0.0;0.0;18871405.77989254;0.0;0.0;6646808.167680821;0.0;0.0;91932238.46864781;-25986386.601401776
131999662;5.6;1;services;1945-1960;131999662;Bd131999662;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;497.90644531249995;88.911865234375;1;441.8823461122523;129.8990453988401;19.82766133739175;-4.819245776264701;0.0;114912.54407636328;0.0;0.0;7850822.9622308025;0.0;0.0;108964.92497660937;0.0;0.0;4911987.519800247;0.0;0.0;120851.85667401952;0.0;0.0;4063642.941242577;0.0;0.0;115899.66067527342;0.0;0.0;958993.6943767609;0.0;0.0;121594.27074872656;0.0;0.0;25742.09105268008;0.0;0.0;112187.59030173828;0.0;0.0;338265.7500092738;-1392703.0656783916;0.0;120109.44259931249;0.0;0.0;371987.9720971465;-3024792.279629265;0.0;121594.27074872656;0.0;0.0;453543.5739972682;-3221619.630927417;0.0;115157.2466005664;0.0;0.0;389061.34912493406;-1145918.7998841952;0.0;121594.27074872656;0.0;0.0;1310528.9355020812;0.0;0.0;117384.48882468749;0.0;0.0;4141473.304272513;0.0;0.0;119367.02852460547;0.0;0.0;7018790.113494904;0.0;0.0;1409617.5954993553;0.0;0.0;31834840.207201187;-8785033.776119268
131999681;9.3;2;residential;Before 1930;131999681;Bd131999681;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2107.1220703125;453.14453125;6;1828.089264900479;294.3392069184901;86.538275920054;-24.088393749114914;0.0;234592.923828125;0.0;0.0;33016420.321743235;0.0;0.0;211890.3828125;0.0;0.0;21068644.33988995;0.0;0.0;234592.923828125;0.0;0.0;17395144.62982628;0.0;0.0;227025.41015625;0.0;0.0;3601568.979497817;0.0;0.0;234592.923828125;0.0;0.0;771542.4780068058;0.0;0.0;227025.41015625;0.0;0.0;746654.0109743282;-5338390.987230871;0.0;234592.923828125;0.0;0.0;771542.4780068058;-11187167.055883907;0.0;234592.923828125;0.0;0.0;771542.4780068058;-11684388.93342559;0.0;227025.41015625;0.0;0.0;746654.0109743282;-3602864.0515771722;0.0;234592.923828125;0.0;0.0;6825323.339016288;0.0;0.0;227025.41015625;0.0;0.0;18601725.485243328;0.0;0.0;234592.923828125;0.0;0.0;28972819.926207796;0.0;0.0;2762142.490234375;0.0;0.0;133289582.47739379;-31812811.02811754
131999683;5.6;1;residential;Before 1930;131999683;Bd131999683;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2003.4533203125;357.759521484375;5;2398.968863069668;310.97634846835524;104.76866371092325;-20.45358285057078;0.0;185212.10427246094;0.0;0.0;38060197.36224985;0.0;0.0;167288.35224609377;0.0;0.0;24070283.827321503;0.0;0.0;185212.10427246094;0.0;0.0;19948427.14775277;0.0;0.0;179237.52026367188;0.0;0.0;4335797.832182463;0.0;0.0;185212.10427246094;0.0;0.0;619711.644470785;0.0;0.0;179237.52026367188;0.0;0.0;599720.9462620501;-5082842.277902607;0.0;185212.10427246094;0.0;0.0;619711.644470785;-10315081.530271137;0.0;185212.10427246094;0.0;0.0;619711.644470785;-11284094.086447708;0.0;179237.52026367188;0.0;0.0;599720.9462620501;-3930940.7957165404;0.0;185212.10427246094;0.0;0.0;7406252.942037806;0.0;0.0;179237.52026367188;0.0;0.0;20955918.972036272;0.0;0.0;185212.10427246094;0.0;0.0;33742476.561349764;0.0;0.0;2180723.163208008;0.0;0.0;151577931.47086686;-30612958.69033799
131999746;11.6;3;residential;1961-1970;131999746;Bd131999746;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2420.04716796875;625.874267578125;8;1157.8465485428337;412.77818157147635;71.21236346178799;-26.878284824967174;0.0;324015.1083251953;0.0;0.0;26377486.973575614;0.0;0.0;292658.8075195312;0.0;0.0;16346879.77135694;0.0;0.0;324015.1083251953;0.0;0.0;13526303.00318934;0.0;0.0;313563.0080566406;0.0;0.0;3027751.6854535267;0.0;0.0;324015.1083251953;0.0;0.0;1054094.1591179082;0.0;0.0;313563.0080566406;0.0;0.0;1020091.1217270079;-4830272.931845153;0.0;324015.1083251953;0.0;0.0;1054094.1591179082;-10387371.76334498;0.0;324015.1083251953;0.0;0.0;1054094.1591179082;-11624962.096066695;0.0;313563.0080566406;0.0;0.0;1020091.1217270079;-3961743.7872280427;0.0;324015.1083251953;0.0;0.0;5417904.410736289;0.0;0.0;313563.0080566406;0.0;0.0;14180109.400347928;0.0;0.0;324015.1083251953;0.0;0.0;23752106.407173596;0.0;0.0;3815016.5980224614;0.0;0.0;107831006.37264097;-30804350.578484874
131999759;9.433333333333334;2;services;1930-1945;131999759;Bd131999759;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;12111.658414713542;2567.8427734375;33;6749.63321075606;1013.6005975206127;282.5842448057757;-73.67919943705229;0.0;3318762.2946158284;0.0;0.0;138940878.58441147;0.0;0.0;3146990.499206938;0.0;0.0;91336474.69205193;0.0;0.0;3490294.1918814536;0.0;0.0;80036398.85334149;0.0;0.0;3347270.978112344;0.0;0.0;24036280.570594672;0.0;0.0;3511735.6790396567;0.0;0.0;743451.3077478275;0.0;0.0;3240063.5423213285;0.0;0.0;9769518.392762;-23745185.286013093;0.0;3468852.7047232506;0.0;0.0;10743297.572684677;-48969387.31615289;0.0;3511735.6790396567;0.0;0.0;13098685.826215621;-57111366.665023655;0.0;3325829.490954141;0.0;0.0;11245028.29951705;-20004017.055296484;0.0;3511735.6790396567;0.0;0.0;25694355.188221842;0.0;0.0;3390153.9524287507;0.0;0.0;78531240.76031281;0.0;0.0;3447411.2175650476;0.0;0.0;121418622.00499354;0.0;0.0;40710835.90892805;0.0;0.0;605594232.0528549;-149829956.32248613
131999805;5.9;1;residential;1961-1970;131999805;Bd131999805;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;813.623828125;137.90234375;2;630.1934801683504;176.72531819267937;33.005059514441804;-9.616531821158716;0.0;71392.043359375;0.0;0.0;12058431.593193958;0.0;0.0;64483.1359375;0.0;0.0;7485123.397511689;0.0;0.0;71392.043359375;0.0;0.0;6157946.000247956;0.0;0.0;69089.07421875;0.0;0.0;1298682.4752276388;0.0;0.0;71392.043359375;0.0;0.0;241798.12086472195;0.0;0.0;69089.07421875;0.0;0.0;233998.18148198898;-2101823.285417184;0.0;71392.043359375;0.0;0.0;241798.12086472195;-4195720.692836864;0.0;71392.043359375;0.0;0.0;241798.12086472195;-4551876.344239518;0.0;69089.07421875;0.0;0.0;233998.18148198898;-1670406.6175217966;0.0;71392.043359375;0.0;0.0;2291401.7708156123;0.0;0.0;69089.07421875;0.0;0.0;6517281.1525506545;0.0;0.0;71392.043359375;0.0;0.0;10780497.480392054;0.0;0.0;840583.736328125;0.0;0.0;47782754.595497705;-12519826.940015363
131999835;7.25;2;residential;1945-1960;131999835;Bd131999835;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1353.0648803710938;373.25927734375;5;762.2789660355367;163.0166007131845;41.34764658909255;-13.66635175975518;0.0;193236.32788085938;0.0;0.0;15583396.544568969;0.0;0.0;174536.0380859375;0.0;0.0;9890406.996837933;0.0;0.0;193236.32788085938;0.0;0.0;8372499.721279147;0.0;0.0;187002.89794921875;0.0;0.0;2049233.5517838413;0.0;0.0;193236.32788085938;0.0;0.0;637848.811437915;0.0;0.0;187002.89794921875;0.0;0.0;617273.0433270144;-2303296.632372508;0.0;193236.32788085938;0.0;0.0;637848.811437915;-5036107.154231751;0.0;193236.32788085938;0.0;0.0;637848.811437915;-5891120.600026009;0.0;187002.89794921875;0.0;0.0;617273.0433270144;-1852818.2467852158;0.0;193236.32788085938;0.0;0.0;3416556.884142518;0.0;0.0;187002.89794921875;0.0;0.0;8524333.63925132;0.0;0.0;193236.32788085938;0.0;0.0;13940269.489098003;0.0;0.0;2275201.925048828;0.0;0.0;64924789.34792951;-15083342.633415485
131999935;5.1;1;residential;Before 1930;131999935;Bd131999935;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;604.0337402343749;118.43798828125;2;1000.0812516194618;167.88780329553936;42.99260878669066;-7.788229526038752;0.0;61315.34653320313;0.0;0.0;15114886.28038485;0.0;0.0;55381.6033203125;0.0;0.0;9412496.539553802;0.0;0.0;61315.34653320313;0.0;0.0;7717397.065146183;0.0;0.0;59337.43212890625;0.0;0.0;1559070.8456635214;0.0;0.0;61315.34653320313;0.0;0.0;219021.74501421093;0.0;0.0;59337.43212890625;0.0;0.0;211956.52743310735;-2007681.4191792705;0.0;61315.34653320313;0.0;0.0;219021.74501421093;-4168392.7863878347;0.0;61315.34653320313;0.0;0.0;219021.74501421093;-4364274.844032816;0.0;59337.43212890625;0.0;0.0;211956.52743310735;-1571910.6628662595;0.0;61315.34653320313;0.0;0.0;2784241.3100493024;0.0;0.0;59337.43212890625;0.0;0.0;8111404.641531379;0.0;0.0;61315.34653320313;0.0;0.0;13542610.811386723;0.0;0.0;721938.7575683594;0.0;0.0;59323085.783624604;-12112259.71246618
131999937;3.8;1;services;Before 1930;131999937;Bd131999937;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;550.3960449218749;144.841064453125;2;970.397848767716;125.63602412084187;36.997090981182815;-5.680893973870986;0.0;187197.23356565234;0.0;0.0;14762277.27820322;0.0;0.0;177508.31882857814;0.0;0.0;9470627.928119995;0.0;0.0;196872.6166711211;0.0;0.0;7866182.827716938;0.0;0.0;188805.28687269532;0.0;0.0;1875449.8616054591;0.0;0.0;198082.03955930469;0.0;0.0;41934.919028983946;0.0;0.0;182758.17243177735;0.0;0.0;551048.7398979411;-2098132.4418881414;0.0;195663.19378293748;0.0;0.0;605983.6187249323;-4303451.859738928;0.0;198082.03955930469;0.0;0.0;738841.0293774978;-4579543.644130695;0.0;187595.86398451173;0.0;0.0;634644.1151054769;-1600784.5410907485;0.0;198082.03955930469;0.0;0.0;2654036.412504413;0.0;0.0;191224.1326490625;0.0;0.0;8217865.439232719;0.0;0.0;194453.7708947539;0.0;0.0;12907424.255879603;0.0;0.0;2296324.708359004;0.0;0.0;60326316.42539719;-12581912.486848515
131999973;8.1;2;services;Before 1930;131999973;Bd131999973;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;808.4911376953124;199.62744140625;3;1077.3137655838314;215.4465777283333;44.035939001883634;-8.025527450588584;0.0;258004.9029336797;0.0;0.0;17190783.968976393;0.0;0.0;244651.13985365626;0.0;0.0;10872550.322535086;0.0;0.0;271340.0160196172;0.0;0.0;9055636.343945814;0.0;0.0;260221.20511664063;0.0;0.0;2184677.4984944016;0.0;0.0;273006.9051553594;0.0;0.0;57796.87288920441;0.0;0.0;251886.7594379297;0.0;0.0;759483.8552955053;-2764455.064139242;0.0;269673.126883875;0.0;0.0;835197.944705168;-5932212.896234538;0.0;273006.9051553594;0.0;0.0;1018308.895046288;-6356933.812114756;0.0;258554.31598089845;0.0;0.0;873943.8737905917;-2256487.7157634655;0.0;273006.9051553594;0.0;0.0;2919358.6263948283;0.0;0.0;263554.983388125;0.0;0.0;9234454.333833497;0.0;0.0;268006.23774813284;0.0;0.0;15253626.707555097;0.0;0.0;3164913.4028286333;0.0;0.0;70255819.24346188;-17310089.488252003
131999996;6.7;1;residential;Before 1930;131999996;Bd131999996;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1846.8805175781251;275.65380859375;4;2132.289289266041;329.1434324646759;95.38723443606604;-18.511337948311095;0.0;142705.97670898438;0.0;0.0;34669401.3521171;0.0;0.0;128895.72089843749;0.0;0.0;21867928.411594346;0.0;0.0;142705.97670898438;0.0;0.0;18141214.29772552;0.0;0.0;138102.55810546875;0.0;0.0;3907158.295785515;0.0;0.0;142705.97670898438;0.0;0.0;483419.6895347318;0.0;0.0;138102.55810546875;0.0;0.0;467825.5060013533;-4613808.949018419;0.0;142705.97670898438;0.0;0.0;483419.6895347318;-9342346.963386023;0.0;142705.97670898438;0.0;0.0;483419.6895347318;-10280917.219781028;0.0;138102.55810546875;0.0;0.0;467825.5060013533;-3638740.6783391275;0.0;142705.97670898438;0.0;0.0;6610556.980458054;0.0;0.0;138102.55810546875;0.0;0.0;18938254.5743506;0.0;0.0;142705.97670898438;0.0;0.0;30799414.61458913;0.0;0.0;1680247.7902832034;0.0;0.0;137319838.60722718;-27875813.810524598
131999997;5.2;1;residential;1945-1960;131999997;Bd131999997;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;570.89169921875;109.786865234375;1;509.8435092863431;136.6528535093821;25.768562617683987;-6.784362637005068;0.0;56836.66013183594;0.0;0.0;9299393.89513944;0.0;0.0;51336.33818359375;0.0;0.0;5778242.549685609;0.0;0.0;56836.66013183594;0.0;0.0;4695104.191727548;0.0;0.0;55003.219482421875;0.0;0.0;913297.2852276345;0.0;0.0;56836.66013183594;0.0;0.0;168683.2833192989;0.0;0.0;55003.219482421875;0.0;0.0;163241.8870831925;-1463928.8938398596;0.0;56836.66013183594;0.0;0.0;168683.2833192989;-3183914.9522924153;0.0;56836.66013183594;0.0;0.0;168683.2833192989;-3424895.410955482;0.0;55003.219482421875;0.0;0.0;163241.8870831925;-1134970.0542886357;0.0;56836.66013183594;0.0;0.0;1768219.3273016724;0.0;0.0;55003.219482421875;0.0;0.0;4977561.234085306;0.0;0.0;56836.66013183594;0.0;0.0;8306475.965361884;0.0;0.0;669205.8370361328;0.0;0.0;36570828.072653376;-9207709.311376393
132000003;7.3;2;residential;1945-1960;132000003;Bd132000003;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;915.6438476562499;250.861328125;3;658.2647088758533;206.40133867140247;35.73201194242123;-11.02695661508814;0.0;129870.90957031249;0.0;0.0;12664721.3165593;0.0;0.0;117302.75703124999;0.0;0.0;7815909.718275433;0.0;0.0;129870.90957031249;0.0;0.0;6372455.544575497;0.0;0.0;125681.525390625;0.0;0.0;1318622.473603381;0.0;0.0;129870.90957031249;0.0;0.0;414193.28552041913;0.0;0.0;125681.525390625;0.0;0.0;400832.211793954;-2075415.866000463;0.0;129870.90957031249;0.0;0.0;414193.28552041913;-4747009.020277577;0.0;129870.90957031249;0.0;0.0;414193.28552041913;-5199589.859644122;0.0;125681.525390625;0.0;0.0;400832.211793954;-1680442.5744758153;0.0;129870.90957031249;0.0;0.0;2508551.6018186416;0.0;0.0;125681.525390625;0.0;0.0;6676661.628190301;0.0;0.0;129870.90957031249;0.0;0.0;11430547.912602922;0.0;0.0;1529125.2255859375;0.0;0.0;50831714.475774646;-13702457.320397979
132000021;5.35;1;residential;Before 1930;132000021;Bd132000021;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;527.9702880859375;98.68603515625;1;871.2795380886903;151.86859846753993;37.65206683879363;-6.733247710783305;0.0;51089.76040039062;0.0;0.0;13351813.659519881;0.0;0.0;46145.590039062496;0.0;0.0;8329784.088265317;0.0;0.0;51089.76040039062;0.0;0.0;6799136.909777001;0.0;0.0;49441.70361328125;0.0;0.0;1340026.2057340818;0.0;0.0;51089.76040039062;0.0;0.0;155693.55558246424;0.0;0.0;49441.70361328125;0.0;0.0;150671.18282173958;-1757612.3724906289;0.0;51089.76040039062;0.0;0.0;155693.55558246424;-3637539.2806365187;0.0;51089.76040039062;0.0;0.0;155693.55558246424;-3804574.9893128276;0.0;49441.70361328125;0.0;0.0;150671.18282173958;-1356130.2722420623;0.0;51089.76040039062;0.0;0.0;2446728.7073129937;0.0;0.0;49441.70361328125;0.0;0.0;7194446.811619725;0.0;0.0;51089.76040039062;0.0;0.0;11905062.53674629;0.0;0.0;601540.7272949218;0.0;0.0;52135421.95136616;-10555856.914682038
132000045;9.6;2;shop;1945-1960;132000045;Bd132000045;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;779.221875;162.337890625;2;486.3337988993825;173.61441526440242;23.39637164782301;-7.583136896547814;0.0;209810.69244846876;0.0;0.0;9742882.813015513;0.0;0.0;198951.35509962498;0.0;0.0;6035270.249228905;0.0;0.0;220654.86354221875;0.0;0.0;4955744.06859437;0.0;0.0;211612.9988790625;0.0;0.0;1309247.8879796388;0.0;0.0;222010.3849289375;0.0;0.0;47000.664655420165;0.0;0.0;204835.39194546876;0.0;0.0;617615.5250194725;-2281659.9077573786;0.0;219299.3421555;0.0;0.0;679186.5469129208;-4829396.580452962;0.0;222010.3849289375;0.0;0.0;828093.156241361;-5178064.031872914;0.0;210257.47749234375;0.0;0.0;710307.7093262731;-1966284.1234411055;0.0;222010.3849289375;0.0;0.0;1550437.2036149336;0.0;0.0;214324.0416525;0.0;0.0;5067154.428044296;0.0;0.0;217943.82076878124;0.0;0.0;8772621.752541076;0.0;0.0;2573721.1387707815;0.0;0.0;40315562.00517419;-14255404.643524362
132000057;11.7;3;university;Before 1930;132000057;Bd132000057;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;4184.3953125;1072.921875;14;3231.5106225934014;573.7061695345263;134.13053402540766;-33.940274132975794;0.0;1386678.61625025;0.0;0.0;62313903.28044299;0.0;0.0;1314907.1983470002;0.0;0.0;40441406.95794516;0.0;0.0;1458349.7975002502;0.0;0.0;34778551.93431979;0.0;0.0;1398590.4009075002;0.0;0.0;9686959.47540282;0.0;0.0;1467308.6951565002;0.0;0.0;310636.29725747916;0.0;0.0;1353795.9126262502;0.0;0.0;4081938.015713956;-11090661.664747836;0.0;1449390.899844;0.0;0.0;4488872.564396649;-23699914.768627845;0.0;1467308.6951565002;0.0;0.0;5473024.556673175;-26513882.57580022;0.0;1389631.5032512501;0.0;0.0;4697185.699061369;-9082655.66166853;0.0;1467308.6951565002;0.0;0.0;11125512.00541908;0.0;0.0;1416508.19622;0.0;0.0;34519096.49131498;0.0;0.0;1440432.00218775;0.0;0.0;54741374.81043018;0.0;0.0;17010210.612603754;0.0;0.0;266658462.0883776;-70387114.67084442
132000076;4.733333333333333;1;services;1971-1980;132000076;Bd132000076;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;455.96814778645836;96.331298828125;1;379.84339070598935;60.79262981418047;15.460591036371667;-3.541703409573164;0.0;124501.6578309336;0.0;0.0;6886742.347366026;0.0;0.0;118057.72741395312;0.0;0.0;4527615.271496465;0.0;0.0;130936.58859265235;0.0;0.0;3908831.1082392656;0.0;0.0;125571.14640613282;0.0;0.0;1104644.9312668487;0.0;0.0;131740.95493786718;0.0;0.0;27890.19282319367;0.0;0.0;121549.3146800586;0.0;0.0;366493.0317406611;-966882.6060697077;0.0;130132.22224743752;0.0;0.0;403029.2740580625;-2029333.8406586568;0.0;131740.95493786718;0.0;0.0;491390.4510172746;-2369279.5493410556;0.0;124766.78006091797;0.0;0.0;421903.71915030794;-772181.0644843791;0.0;131740.95493786718;0.0;0.0;1299124.1984730042;0.0;0.0;127179.87909656251;0.0;0.0;3884880.6030378295;0.0;0.0;129327.85590222265;0.0;0.0;5964033.482151936;0.0;0.0;1527246.0370444728;0.0;0.0;29286578.610820875;-6137677.060553798
132000077;13.55;3;services;Before 1930;132000077;Bd132000077;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;2291.481652832031;507.339111328125;7;1469.6372895108184;252.85993338065884;61.70986387605309;-15.076473048200807;0.0;655701.3266843086;0.0;0.0;28453405.023136873;0.0;0.0;621763.6763984532;0.0;0.0;18430759.158519723;0.0;0.0;689591.5793210274;0.0;0.0;16145115.896402568;0.0;0.0;661333.9029073828;0.0;0.0;4747661.180902472;0.0;0.0;693827.8609006172;0.0;0.0;146886.69013936244;0.0;0.0;640152.4950094336;0.0;0.0;1930182.5742112237;-4740216.985875665;0.0;685355.2977414376;0.0;0.0;2122596.873780952;-10140409.98572377;0.0;693827.8609006172;0.0;0.0;2587960.483944438;-11835202.874731194;0.0;657097.621327793;0.0;0.0;2220789.7195398672;-4179677.678305463;0.0;693827.8609006172;0.0;0.0;5002327.802702669;0.0;0.0;669806.4660665626;0.0;0.0;15520167.051793518;0.0;0.0;681119.0161618476;0.0;0.0;25234138.06853164;0.0;0.0;8043404.964320098;0.0;0.0;122541990.52360532;-30895507.52463609
