,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-67864,1623.711181640625,492.03369140625,1,1033.971896557246,384.83672550999177,59.6422067308571,-15.159304173622122,Bd RLB-67864,2994.9508375296373,617999.0687164969,0.0,0.0,1432.308769846703,558192.7072278038,0.0,0.0,35.53731605652589,617999.0687164969,0.0,0.0,34.390951022444405,598063.6148869325,0.0,0.0,35.53731605652589,617999.0687164969,0.0,0.0,34.390951022444405,598063.6148869325,0.0,0.0,35.53731605652589,617999.0687164969,0.0,0.0,35.53731605652589,617999.0687164969,0.0,0.0,34.390951022444405,598063.6148869325,0.0,0.0,35.53731605652589,617999.0687164969,0.0,0.0,1291.7187982830424,598063.6148869325,0.0,0.0,2802.182739280052,617999.0687164969,0.0,0.0
RLB-71682,8175.7822265625,2477.509765625,1,1585.8114553369235,790.3213237938254,145.35583387643686,-70.24632229232637,Bd RLB-71682,8873.35601274318,1740261.0214620847,0.0,0.0,4113.902817019409,1571848.664546399,0.0,0.0,41.3551207514236,1740261.0214620847,0.0,0.0,40.021084598151866,1684123.569156856,0.0,0.0,41.3551207514236,1740261.0214620847,0.0,0.0,40.021084598151866,2444851.7661633263,0.0,0.0,41.3551207514236,4990931.302229775,0.0,0.0,41.3551207514236,3264852.6341774347,0.0,0.0,40.021084598151866,1684123.569156856,0.0,0.0,41.3551207514236,1740261.0214620847,0.0,0.0,3787.0687169727357,1684123.569156856,0.0,0.0,8115.451081831055,1740261.0214620847,0.0,0.0
RLB-67390,596.6296874999999,180.796875,1,585.2041164962659,224.69860391783567,31.293752475958307,-5.31624199880472,Bd RLB-67390,1585.46057845616,425656.7189138272,0.0,0.0,763.441317365726,384464.13321248913,0.0,0.0,32.721173744061026,425656.7189138272,0.0,0.0,31.665652010381642,411925.8570133812,0.0,0.0,32.721173744061026,425656.7189138272,0.0,0.0,31.665652010381642,411925.8570133812,0.0,0.0,32.721173744061026,425656.7189138272,0.0,0.0,32.721173744061026,425656.7189138272,0.0,0.0,31.665652010381642,411925.8570133812,0.0,0.0,32.721173744061026,425656.7189138272,0.0,0.0,739.9347349188287,411925.8570133812,0.0,0.0,1526.0596748003495,425656.7189138272,0.0,0.0
RLB-70905,314.76005859375,95.3818359375,1,579.7015538051419,209.46188658485784,28.270812300956248,-5.088303132487981,Bd RLB-70905,0.0,378108.7333056727,1559.0538313820512,0.0,0.0,341517.5655664141,737.7342000323865,0.0,0.0,378108.7333056727,23.306076740453822,0.0,0.0,365911.6773925865,22.554267813342406,0.0,0.0,378108.7333056727,23.306076740453822,0.0,0.0,384295.32294196315,22.554267813342406,0.0,0.0,467893.935270308,23.306076740453822,0.0,0.0,410686.1815684683,23.306076740453822,0.0,0.0,365911.6773925865,22.554267813342406,0.0,0.0,378108.7333056727,23.306076740453822,0.0,0.0,365911.6773925865,634.1681057808836,0.0,0.0,378108.7333056727,1452.4845061657713,0.0
RLB-74970,365.0004638671875,110.606201171875,1,482.51613364849925,94.71271906185976,21.80160824531323,-4.752735939602731,Bd RLB-74970,1221.021988901474,378867.017217759,0.0,0.0,584.6651864634575,342202.46716442745,0.0,0.0,25.927394503798965,378867.017217759,0.0,0.0,25.09102693916029,366645.5005333152,0.0,0.0,25.927394503798965,378867.017217759,0.0,0.0,25.09102693916029,467394.4545788736,0.0,0.0,25.927394503798965,661248.3533628004,0.0,0.0,25.927394503798965,483303.27123211056,0.0,0.0,25.09102693916029,366645.5005333152,0.0,0.0,25.927394503798965,378867.017217759,0.0,0.0,478.67110861204867,366645.5005333152,0.0,0.0,1129.4736953159459,378867.017217759,0.0,0.0
RLB-71717,2671.22109375,809.4609375,1,1292.0617791573195,541.8564980874091,81.86251979170368,-23.945767234106363,Bd RLB-71717,4924.90412000606,806798.3851367908,0.0,0.0,2336.4803884968896,728721.1220590369,0.0,0.0,41.52110636092065,806798.3851367908,0.0,0.0,40.18171583314901,780772.6307775395,0.0,0.0,41.52110636092065,806798.3851367908,0.0,0.0,40.18171583314901,780772.6307775395,0.0,0.0,41.52110636092065,806798.3851367908,0.0,0.0,41.52110636092065,806798.3851367908,0.0,0.0,40.18171583314901,780772.6307775395,0.0,0.0,41.52110636092065,806798.3851367908,0.0,0.0,2156.2111273681885,780772.6307775395,0.0,0.0,4626.046915638342,806798.3851367908,0.0,0.0
RLB-70920,2726.5581298828124,826.229736328125,1,1985.2963311661213,811.4592461440318,113.61587401160342,-24.686342781765852,Bd RLB-70920,6646.664700245212,850443.845688727,0.0,0.0,3159.776077725323,768142.8283640116,0.0,0.0,41.41950190339517,850443.845688727,0.0,0.0,40.083388938769524,823010.1732471553,0.0,0.0,41.41950190339517,850443.845688727,0.0,0.0,40.083388938769524,823010.1732471553,0.0,0.0,41.41950190339517,850443.845688727,0.0,0.0,41.41950190339517,850443.845688727,0.0,0.0,40.083388938769524,823010.1732471553,0.0,0.0,41.41950190339517,850443.845688727,0.0,0.0,2995.9026627575568,823010.1732471553,0.0,0.0,6307.848907744816,850443.845688727,0.0,0.0
RLB-64689,128.289111328125,38.87548828125,1,173.03401251560896,73.66483975719578,9.086788626600528,-1.4323253522648514,Bd RLB-64689,530.4909955038975,327731.48497572547,0.0,0.0,256.9655817512306,296015.5348167843,0.0,0.0,10.180617907865908,327731.48497572547,0.0,0.0,9.852210878579912,317159.50158941175,0.0,0.0,10.180617907865908,327731.48497572547,0.0,0.0,9.852210878579912,317159.50158941175,0.0,0.0,10.180617907865908,327731.48497572547,0.0,0.0,10.180617907865908,327731.48497572547,0.0,0.0,9.852210878579912,317159.50158941175,0.0,0.0,10.180617907865908,327731.48497572547,0.0,0.0,242.25602645531458,317159.50158941175,0.0,0.0,509.5302730254709,327731.48497572547,0.0,0.0
RLB-64925,1477.5749999999998,447.75,1,910.1677871818075,329.7966472551251,52.61196911920031,-15.298315506161765,Bd RLB-64925,2564.892297121588,587332.2664365338,0.0,0.0,1208.5204132370382,530493.6600071918,0.0,0.0,35.552400706419874,587332.2664365338,0.0,0.0,34.40554907072891,568386.0642934198,0.0,0.0,35.552400706419874,587332.2664365338,0.0,0.0,34.40554907072891,890805.3930684873,0.0,0.0,35.552400706419874,1575535.3215776272,0.0,0.0,35.552400706419874,966102.5295279014,0.0,0.0,34.40554907072891,568386.0642934198,0.0,0.0,35.552400706419874,587332.2664365338,0.0,0.0,1037.0355738590358,568386.0642934198,0.0,0.0,2362.8134795156025,587332.2664365338,0.0,0.0
RLB-69417,2016.6931640624998,611.119140625,1,1709.4697190082584,573.0656919869814,90.98817722453279,-19.17153468856343,Bd RLB-69417,0.0,714165.2808070402,5225.839236868444,0.0,0.0,645052.5116966814,2480.8238011296035,0.0,0.0,714165.2808070402,41.743467400689845,0.0,0.0,691127.6911035872,40.39690393615147,0.0,0.0,714165.2808070402,41.743467400689845,0.0,0.0,691127.6911035872,40.39690393615147,0.0,0.0,714165.2808070402,41.743467400689845,0.0,0.0,714165.2808070402,41.743467400689845,0.0,0.0,691127.6911035872,40.39690393615147,0.0,0.0,714165.2808070402,41.743467400689845,0.0,0.0,691127.6911035872,2257.044214350494,0.0,0.0,714165.2808070402,4910.8020783743605,0.0
RLB-71711,81.3777099609375,24.659912109375,1,43.66834681415405,31.149504962834357,2.6350244576544672,-0.980985555560349,Bd RLB-71711,191.2624762285747,311547.9209106445,0.0,0.0,91.04667241593806,282832.85170898435,0.0,0.0,0.9570447417419213,313195.20303955075,0.0,0.0,0.9261723307179884,302799.87224121095,0.0,0.0,0.9570447417419213,313401.11330566404,0.0,0.0,14.515981952271808,344471.52050809603,0.0,0.0,13.116687105344303,380371.2958174528,0.0,0.0,14.74077359004211,388423.0691156713,0.0,0.0,15.360381349015167,335990.1450985142,0.0,0.0,0.9570447417419213,313401.11330566404,0.0,0.0,83.30412291447834,303211.6927734375,0.0,0.0,181.1146069997086,312783.3825073242,0.0,0.0
RLB-71162,990.2755371093749,300.08349609375,1,867.2727354697854,242.7238943315816,44.32718661112255,-11.745421003946118,Bd RLB-71162,2132.6288165591336,501762.7776489736,0.0,0.0,1010.7623158852083,453205.0894893955,0.0,0.0,35.57762636264427,501762.7776489736,0.0,0.0,34.429960996107354,485576.8815957809,0.0,0.0,35.57762636264427,501762.7776489736,0.0,0.0,34.429960996107354,634578.5713688035,0.0,0.0,35.57762636264427,946721.3552683647,0.0,0.0,35.57762636264427,669610.8419272269,0.0,0.0,34.429960996107354,485576.8815957809,0.0,0.0,35.57762636264427,501762.7776489736,0.0,0.0,863.5027802693721,485576.8815957809,0.0,0.0,1978.885915238117,501762.7776489736,0.0,0.0
RLB-71628,1010.84736328125,306.3173828125,1,803.0855309000868,203.61831500181074,41.141603019155426,-10.26164692178047,Bd RLB-71628,2370.028963984485,501482.35099848366,0.0,0.0,1128.0337328623816,452951.8009018563,0.0,0.0,41.71028071506478,501482.35099848366,0.0,0.0,40.36478778877237,485305.5009662745,0.0,0.0,41.71028071506478,501482.35099848366,0.0,0.0,40.36478778877237,521242.60956555395,0.0,0.0,41.71028071506478,666759.4283406358,0.0,0.0,41.71028071506478,570285.269810037,0.0,0.0,40.36478778877237,485305.5009662745,0.0,0.0,41.71028071506478,501482.35099848366,0.0,0.0,977.3020495059186,485305.5009662745,0.0,0.0,2204.447815218315,501482.35099848366,0.0,0.0
RLB-69425,1e-05,1e-05,1,309.76250696602597,65.30256598801833,12.189614954339772,-2.1761575828232904,Bd RLB-69425,0.0,1842412.4915995256,0.0,0.0,0.0,865295.257238511,0.0,0.0,0.0,21437.828534350814,0.0,0.0,0.0,20746.285678404016,0.0,0.0,0.0,21437.828534350814,0.0,0.0,0.0,66984.32192025316,0.0,0.0,0.0,162103.58239717252,0.0,0.0,0.0,76075.02624315712,0.0,0.0,0.0,20746.285678404016,0.0,0.0,0.0,21437.828534350814,0.0,0.0,0.0,707945.4536522382,0.0,0.0,0.0,1701223.5488140776,0.0,0.0
RLB-75214,187.727783203125,56.88720703125,1,249.0978724059692,49.206401478778666,11.259287094613681,-2.5614082858180494,Bd RLB-75214,532.9801424906951,339448.3332856992,0.0,0.0,253.38279464431747,306598.4945806315,0.0,0.0,13.940473777720344,339448.3332856992,0.0,0.0,13.490781075213237,328498.3870506766,0.0,0.0,13.940473777720344,339448.3332856992,0.0,0.0,13.490781075213237,446897.98719894676,0.0,0.0,13.940473777720344,646242.6835318764,0.0,0.0,13.940473777720344,491979.76810313924,0.0,0.0,13.490781075213237,331006.22953515255,0.0,0.0,13.940473777720344,339448.3332856992,0.0,0.0,205.1870403085122,328498.3870506766,0.0,0.0,490.65165665282046,339448.3332856992,0.0,0.0
RLB-67703,4174.433935546875,1264.97998046875,1,3004.460488747511,831.8602925469089,159.46737485495925,-39.45045369700418,Bd RLB-67703,9065.725983176773,1128072.8516889645,0.0,0.0,4281.158567954826,1018904.5112029357,0.0,0.0,41.326561211403664,1128072.8516889645,0.0,0.0,39.99344633361645,1091683.4048602884,0.0,0.0,41.326561211403664,1128072.8516889645,0.0,0.0,39.99344633361645,1168933.2662922689,0.0,0.0,41.326561211403664,1617406.0714928776,0.0,0.0,41.326561211403664,1316705.2754328407,0.0,0.0,39.99344633361645,1091683.4048602884,0.0,0.0,41.326561211403664,1128072.8516889645,0.0,0.0,3718.504045538688,1091683.4048602884,0.0,0.0,8408.868938061167,1128072.8516889645,0.0,0.0
RLB-74973,5130.10459788269,1554.5771508735425,1,3188.85744470503,1164.1322127497901,184.2230355163041,-42.37064303259433,Bd RLB-74973,10924.686877718028,1305256.2598749455,0.0,0.0,5212.619954760782,1178941.1379515638,0.0,0.0,41.276554829146434,1305256.2598749455,0.0,0.0,39.94505306046429,1263151.2192338184,0.0,0.0,41.276554829146434,1305256.2598749455,0.0,0.0,39.94505306046429,1263151.2192338184,0.0,0.0,41.276554829146434,1305256.2598749455,0.0,0.0,41.276554829146434,1305256.2598749455,0.0,0.0,39.94505306046429,1263151.2192338184,0.0,0.0,41.276554829146434,1305256.2598749455,0.0,0.0,4868.429299894959,1263151.2192338184,0.0,0.0,10326.790416753445,1305256.2598749455,0.0,0.0
RLB-64742,889.515966796875,269.55029296875,1,797.0148587652046,281.3024443376769,42.457945407484274,-9.80009469764207,Bd RLB-64742,2035.2451713582673,483897.479517011,0.0,0.0,965.4247688829138,437068.69117665506,0.0,0.0,35.584095386291075,483897.479517011,0.0,0.0,34.43622134157201,468287.88340355904,0.0,0.0,35.584095386291075,483897.479517011,0.0,0.0,34.43622134157201,480115.2827891147,0.0,0.0,35.584095386291075,579863.1900534023,0.0,0.0,35.584095386291075,515650.94151941175,0.0,0.0,34.43622134157201,468287.88340355904,0.0,0.0,35.584095386291075,483897.479517011,0.0,0.0,854.4681803314702,468287.88340355904,0.0,0.0,1895.7908224707014,483897.479517011,0.0,0.0
RLB-67588,772.71884765625,234.1572265625,1,494.5514024934786,183.0650110826633,28.461857171693364,-8.639443211479497,Bd RLB-67588,1658.0945125633893,450163.1163603012,0.0,0.0,789.5625547587615,406598.9438093043,0.0,0.0,41.82219322755719,450163.1163603012,0.0,0.0,40.47309022021664,435641.72550996894,0.0,0.0,41.82219322755719,450163.1163603012,0.0,0.0,40.47309022021664,497527.5011884443,0.0,0.0,41.82219322755719,688526.895732087,0.0,0.0,41.82219322755719,547134.6318936807,0.0,0.0,40.47309022021664,435641.72550996894,0.0,0.0,41.82219322755719,450163.1163603012,0.0,0.0,689.7199467206236,435641.72550996894,0.0,0.0,1537.2168129237655,450163.1163603012,0.0,0.0
RLB-67200,3342.146702062309,1012.7717278976695,1,2247.44831052268,705.1467178385881,123.81056093892714,-33.05165178906916,Bd RLB-67200,7158.470301214176,958242.2083936951,0.0,0.0,3375.331461083071,865509.0914523697,0.0,0.0,41.39880121749853,958242.2083936951,0.0,0.0,40.06335601693406,927331.1694132532,0.0,0.0,41.39880121749853,958242.2083936951,0.0,0.0,40.06335601693406,927331.1694132532,0.0,0.0,41.39880121749853,980939.7408905225,0.0,0.0,41.39880121749853,958242.2083936951,0.0,0.0,40.06335601693406,927331.1694132532,0.0,0.0,41.39880121749853,958242.2083936951,0.0,0.0,3020.504664016273,927331.1694132532,0.0,0.0,6700.3501742655,958242.2083936951,0.0,0.0
RLB-67575,3196.9201171874997,968.763671875,1,2255.142319993129,491.06291606555743,115.89267114846982,-31.16115616507069,Bd RLB-67575,0.0,17677126.794126797,0.0,0.0,0.0,8546602.247154629,0.0,0.0,0.0,608718.0697164416,0.0,0.0,0.0,589082.0029513951,0.0,0.0,0.0,608718.0697164416,0.0,0.0,0.0,829764.9296958231,0.0,0.0,0.0,1473959.5767998043,0.0,0.0,0.0,958316.4109529506,0.0,0.0,0.0,589082.0029513951,0.0,0.0,0.0,608718.0697164416,0.0,0.0,0.0,7410324.242785046,0.0,0.0,0.0,16402115.81401267,0.0,0.0
RLB-67579,1431.154248372566,433.6831055674442,1,834.2170261645289,274.66902265022395,47.965081989584185,-12.763261112254037,Bd RLB-67579,2455.0309712000494,574933.0548326368,0.0,0.0,1176.5575747589107,519294.37210689776,0.0,0.0,35.56504316527644,574933.0548326368,0.0,0.0,34.41778370833204,556386.8272573905,0.0,0.0,35.56504316527644,574933.0548326368,0.0,0.0,34.41778370833204,556386.8272573905,0.0,0.0,35.56504316527644,574933.0548326368,0.0,0.0,35.56504316527644,574933.0548326368,0.0,0.0,34.41778370833204,556386.8272573905,0.0,0.0,35.56504316527644,574933.0548326368,0.0,0.0,1059.0276895178315,556386.8272573905,0.0,0.0,2298.6018784514154,574933.0548326368,0.0,0.0
RLB-65190,2295.8936298646813,695.7253423832368,1,1257.0754660537577,330.36796198587825,70.72435832682717,-22.67475058098278,Bd RLB-65190,4126.22692549113,735653.0151926377,0.0,0.0,1946.9002707751158,664460.7879159309,0.0,0.0,41.56663403722185,735653.0151926377,0.0,0.0,40.225774874730824,711922.2727670687,0.0,0.0,41.56663403722185,735653.0151926377,0.0,0.0,40.225774874730824,1151144.3093991927,0.0,0.0,41.56663403722185,2037531.2392337637,0.0,0.0,41.56663403722185,1225483.7307061648,0.0,0.0,40.225774874730824,711922.2727670687,0.0,0.0,41.56663403722185,735653.0151926377,0.0,0.0,1665.0523393832702,711922.2727670687,0.0,0.0,3802.594797281896,735653.0151926377,0.0,0.0
RLB-74444,11068.812304687499,3354.185546875,1,5984.518511216367,2430.7375461924653,365.7359244048496,-96.34914334194184,Bd RLB-74444,18537.177226411775,2436780.9986978555,0.0,0.0,8792.900438279003,2200963.4826948373,0.0,0.0,35.256883440108886,2436780.9986978555,0.0,0.0,34.11956461946021,2358175.1600301825,0.0,0.0,35.256883440108886,2436780.9986978555,0.0,0.0,34.11956461946021,2358175.1600301825,0.0,0.0,35.256883440108886,2436780.9986978555,0.0,0.0,35.256883440108886,2436780.9986978555,0.0,0.0,34.11956461946021,2358175.1600301825,0.0,0.0,35.256883440108886,2436780.9986978555,0.0,0.0,8187.212170621114,2358175.1600301825,0.0,0.0,17470.578455575866,2436780.9986978555,0.0,0.0
RLB-97076,504.8444091796875,152.983154296875,1,372.9003388168605,203.7813388369379,22.94919126691251,-6.3278203005494875,Bd RLB-97076,1345.9199647089129,402069.19246731483,0.0,0.0,631.2341064994829,363159.2706156393,0.0,0.0,33.49502462144056,402069.19246731483,0.0,0.0,32.414539956232794,389099.2185167563,0.0,0.0,33.49502462144056,402069.19246731483,0.0,0.0,32.414539956232794,389099.2185167563,0.0,0.0,33.49502462144056,402069.19246731483,0.0,0.0,33.49502462144056,402069.19246731483,0.0,0.0,32.414539956232794,389099.2185167563,0.0,0.0,33.49502462144056,402069.19246731483,0.0,0.0,615.693864277691,389099.2185167563,0.0,0.0,1281.0015296494068,402069.19246731483,0.0,0.0
RLB-67002,3744.4502197265624,1134.681884765625,1,1013.0294213943314,522.4790197608481,59.26514988685974,-30.060968954331997,Bd RLB-67002,5334.939086354552,751316.3850929308,0.0,0.0,2550.6875267087753,744624.8719343658,0.0,0.0,43.57063272673367,827113.1349952745,0.0,0.0,42.16512844522613,786984.2556579143,0.0,0.0,43.57063272673367,836587.7287330674,0.0,0.0,620.4987475674701,3982976.7711082343,0.0,0.0,568.2427961934143,7052994.698560243,0.0,0.0,648.5046431118159,6221835.894995269,0.0,0.0,637.4571848975187,2764221.242946913,0.0,0.0,43.57063272673367,836587.7287330674,0.0,0.0,2258.7398366720686,805933.4431335002,0.0,0.0,4924.019647698259,808163.9475196885,0.0,0.0
RLB-64835,12373.453125,3749.53125,1,5522.683056378755,1572.5302409870699,333.7065415393894,-104.48031143724415,Bd RLB-64835,19856.769493022,2606183.2751448527,0.0,0.0,9347.88661751533,2353971.990453415,0.0,0.0,41.11051451448361,2606183.2751448527,0.0,0.0,39.78436888498414,2522112.8469143733,0.0,0.0,41.11051451448361,2606183.2751448527,0.0,0.0,39.78436888498414,2522112.8469143733,0.0,0.0,41.11051451448361,2764197.1861928003,0.0,0.0,41.11051451448361,2606183.2751448527,0.0,0.0,39.78436888498414,2522112.8469143733,0.0,0.0,41.11051451448361,2606183.2751448527,0.0,0.0,8447.959337902445,2522112.8469143733,0.0,0.0,18503.61984710026,2606183.2751448527,0.0,0.0
RLB-68750,1989.40693359375,602.8505859375,1,1161.2368444809601,324.919240801928,64.87846388497512,-21.081462568710656,Bd RLB-68750,3182.4622062669714,681134.7224928676,0.0,0.0,1494.4940718486953,615218.4590258158,0.0,0.0,35.52608903215084,681134.7224928676,0.0,0.0,34.38008616014597,659162.6346705169,0.0,0.0,35.52608903215084,681134.7224928676,0.0,0.0,34.38008616014597,1278282.84703624,0.0,0.0,35.52608903215084,2437595.51406132,0.0,0.0,35.52608903215084,1517125.5025965967,0.0,0.0,34.38008616014597,661871.1477522248,0.0,0.0,35.52608903215084,681134.7224928676,0.0,0.0,1261.5329841766818,659162.6346705169,0.0,0.0,2924.550886617057,681134.7224928676,0.0,0.0
RLB-64729,2142.874658203125,649.35595703125,1,1109.2221993438939,301.1093343665355,63.69306366394833,-20.46512914005008,Bd RLB-64729,3188.817718643896,703905.285216725,0.0,0.0,1503.491162248363,635785.418905429,0.0,0.0,35.52863001971391,703905.285216725,0.0,0.0,34.3825451803683,681198.6631129596,0.0,0.0,35.52863001971391,703905.285216725,0.0,0.0,34.3825451803683,947261.6838007792,0.0,0.0,35.52863001971391,1573973.7582957018,0.0,0.0,35.52863001971391,1045125.6878124148,0.0,0.0,34.3825451803683,681198.6631129596,0.0,0.0,35.52863001971391,703905.285216725,0.0,0.0,1283.441884585572,681198.6631129596,0.0,0.0,2937.4680739447203,703905.285216725,0.0,0.0
RLB-75433,340.69599609374995,103.2412109375,1,95.01777955242274,84.13768725312356,6.67429266141463,-2.026374455911553,Bd RLB-75433,587.4318070302637,340293.82569979,0.0,0.0,285.3638002219688,313368.80540777405,0.0,0.0,4.00267642219988,347190.338590415,0.0,0.0,3.8735578279353673,334767.07538109715,0.0,0.0,4.00267642219988,348052.4027017431,0.0,0.0,66.24086501414844,468911.4120016977,0.0,0.0,61.182105475093564,568700.717525911,0.0,0.0,66.1460530730598,601393.0780760793,0.0,0.0,70.0454829600019,443415.4539345319,0.0,0.0,4.00267642219988,348052.4027017431,0.0,0.0,269.3462586477144,336491.2036037534,0.0,0.0,561.4400703909138,345466.21036775876,0.0,0.0
RLB-69480,554.0173095703125,167.884033203125,1,866.5900552532114,215.83333713820434,39.79557116580695,-7.880803840303859,Bd RLB-69480,2219.0705375081084,428333.2633113512,0.0,0.0,1056.0569911042116,386881.65718444623,0.0,0.0,36.01273834075061,428333.2633113512,0.0,0.0,34.8510371039522,414516.06126904953,0.0,0.0,36.01273834075061,428333.2633113512,0.0,0.0,34.8510371039522,464470.96811763075,0.0,0.0,36.01273834075061,595178.2341269102,0.0,0.0,36.01273834075061,490612.84077369154,0.0,0.0,34.8510371039522,414516.06126904953,0.0,0.0,36.01273834075061,428333.2633113512,0.0,0.0,884.8297861146292,414516.06126904953,0.0,0.0,2070.0022385063053,428333.2633113512,0.0,0.0
RLB-79288,3740.4984375,1133.484375,1,2451.7996249694706,474.2435791196093,126.2672244453951,-33.49263587693686,Bd RLB-79288,7347.339888665947,1023440.2271188134,0.0,0.0,3476.410565874158,924397.6244944122,0.0,0.0,41.39381596558046,1023440.2271188134,0.0,0.0,40.05853157959399,990426.0262440131,0.0,0.0,41.39381596558046,1023440.2271188134,0.0,0.0,40.05853157959399,1090949.4128818158,0.0,0.0,41.39381596558046,1517267.76307301,0.0,0.0,41.39381596558046,1226328.6851242944,0.0,0.0,40.05853157959399,990426.0262440131,0.0,0.0,41.39381596558046,1023440.2271188134,0.0,0.0,3001.07316084215,990426.0262440131,0.0,0.0,6812.474964877757,1023440.2271188134,0.0,0.0
RLB-71714,1e-05,1e-05,1,121.51568699966631,21.94436669973944,4.662451828564021,-0.8367970998443236,Bd RLB-71714,240.513310414841,303105.605177,0.0,0.0,115.21271685557946,273772.80467599997,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,293328.00501,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,6.951924327621075,343663.6756649953,0.0,0.0,7.183655138541777,428725.25992403546,0.0,0.0,7.183655138541777,367444.42436268186,0.0,0.0,6.951924327621075,294793.3668424258,0.0,0.0,7.183655138541777,303105.605177,0.0,0.0,90.97870134657775,293328.00501,0.0,0.0,221.70337795631414,303105.605177,0.0,0.0
RLB-71160,844.57763671875,255.9326171875,1,728.7285057266938,248.49843292117575,38.79802247871201,-9.928775367319302,Bd RLB-71160,0.0,472817.5944297281,2165.1993749866306,0.0,0.0,427061.05303330283,1025.2502436025013,0.0,0.0,472817.5944297281,41.98925403372918,0.0,0.0,457565.41396425304,40.63476196812501,0.0,0.0,472817.5944297281,41.98925403372918,0.0,0.0,756116.5543626894,40.63476196812501,0.0,0.0,1341443.5582774463,41.98925403372918,0.0,0.0,833914.038391077,41.98925403372918,0.0,0.0,457565.41396425304,40.63476196812501,0.0,0.0,472817.5944297281,41.98925403372918,0.0,0.0,457565.41396425304,868.9578816018927,0.0,0.0,472817.5944297281,1993.3153499326247,0.0
RLB-67001,2888.905078125,875.42578125,1,777.5095999222069,399.479210251066,62.32634531500637,-28.170631052397965,Bd RLB-67001,3195.666028706118,819436.7123063848,0.0,0.0,1485.6702804296742,740136.3853089928,0.0,0.0,35.531560126429056,819436.7123063848,0.0,0.0,34.38538076751199,793003.2699739209,0.0,0.0,35.531560126429056,819436.7123063848,0.0,0.0,34.38538076751199,1255863.479248779,0.0,0.0,35.531560126429056,2543770.643758674,0.0,0.0,35.531560126429056,1719126.8746139053,0.0,0.0,34.38538076751199,806205.9455728587,0.0,0.0,35.531560126429056,819436.7123063848,0.0,0.0,1363.874585974442,793003.2699739209,0.0,0.0,2922.918817224061,819436.7123063848,0.0,0.0
RLB-68655,15002.78594133356,4546.298770101079,1,7115.869635011647,2634.049459334338,441.8955867440242,-119.3150139942732,Bd RLB-68655,0.0,72209852.74434698,0.0,0.0,0.0,35405174.863395855,0.0,0.0,0.0,2460807.9900680827,0.0,0.0,0.0,2381427.087162661,0.0,0.0,0.0,2460807.9900680827,0.0,0.0,0.0,2381427.087162661,0.0,0.0,0.0,2460807.9900680827,0.0,0.0,0.0,2460807.9900680827,0.0,0.0,0.0,2381427.087162661,0.0,0.0,0.0,2460807.9900680827,0.0,0.0,0.0,33636218.516441815,0.0,0.0,0.0,68399203.23847617,0.0,0.0
RLB-64842,460.641650390625,139.58837890625,1,233.15427077000186,137.68773123710156,13.203969191207426,-4.572846617433501,Bd RLB-64842,955.8174570195279,359927.236074377,0.0,0.0,454.18219107050004,333216.9100089635,0.0,0.0,5.39476695163408,369251.7397853145,0.0,0.0,5.220742211258787,355686.0459080413,0.0,0.0,5.39476695163408,370417.3027491817,0.0,0.0,79.0184882951374,578036.3594763095,0.0,0.0,71.0187555520527,727931.6632058437,0.0,0.0,80.99637904112748,769400.8862626043,0.0,0.0,82.54838730315578,537141.4077973829,0.0,0.0,5.39476695163408,370417.3027491817,0.0,0.0,440.9529800459284,358017.17183577566,0.0,0.0,898.9680262482509,366920.6138575801,0.0,0.0
