,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-68529,3677.6695312499996,1114.4453125,1,2160.078461053238,921.5456560590854,130.80002989990052,-31.58272963443005,Bd RLB-68529,7801.830843147924,1018574.8672046284,0.0,0.0,3730.780463216218,920003.1058622451,0.0,0.0,41.384620796292225,1018574.8672046284,0.0,0.0,40.049633028669895,985717.6134238341,0.0,0.0,41.384620796292225,1018574.8672046284,0.0,0.0,40.049633028669895,985717.6134238341,0.0,0.0,41.384620796292225,1018574.8672046284,0.0,0.0,41.384620796292225,1018574.8672046284,0.0,0.0,40.049633028669895,985717.6134238341,0.0,0.0,41.384620796292225,1018574.8672046284,0.0,0.0,3513.067912696419,985717.6134238341,0.0,0.0,7385.294836685098,1018574.8672046284,0.0,0.0
RLB-78736,2880.4971679687496,872.8779296875,1,551.0139030067999,319.4534835066752,35.49143298160981,-16.873966540483664,Bd RLB-78736,3762.4565469014624,635510.0859132258,0.0,0.0,1823.324644610976,624793.7109533774,0.0,0.0,33.58800522823094,693818.3316163509,0.0,0.0,32.50452118861059,661092.0837781721,0.0,0.0,33.58800522823094,701106.8623292415,0.0,0.0,485.2270659736551,2360979.0613498962,0.0,0.0,439.8238640447689,3369398.360699149,0.0,0.0,501.5333164808971,3682281.4094584784,0.0,0.0,501.9745558194028,2055522.648864428,0.0,0.0,33.58800522823094,701106.8623292415,0.0,0.0,1628.1458320961087,675669.1452039534,0.0,0.0,3526.1256910369693,679241.2701905696,0.0,0.0
RLB-68264,93.93479003906249,28.465087890625,1,200.74702315847992,65.49684543182464,9.435715646177085,-2.118955225819845,Bd RLB-68264,521.8503246301835,322726.231213295,0.0,0.0,243.53091190837378,291494.66045071813,0.0,0.0,8.431578087964459,322726.231213295,0.0,0.0,8.159591698030122,312315.7076257694,0.0,0.0,8.431578087964459,322726.231213295,0.0,0.0,8.159591698030122,333189.74133477587,0.0,0.0,8.431578087964459,386193.13494621083,0.0,0.0,8.431578087964459,348407.26990284,0.0,0.0,8.159591698030122,312315.7076257694,0.0,0.0,8.431578087964459,322726.231213295,0.0,0.0,204.53445313185085,312315.7076257694,0.0,0.0,487.1641017937361,322726.231213295,0.0,0.0
RLB-71014,2381.52041015625,721.6728515625,1,1291.0089788450346,335.7376157304822,72.71526774167305,-22.927139741028785,Bd RLB-71014,3631.0340379546165,751278.2708696174,0.0,0.0,1710.8779034315676,678573.9220757834,0.0,0.0,35.50929943965349,751278.2708696174,0.0,0.0,34.3638381674066,727043.4879383394,0.0,0.0,35.50929943965349,751278.2708696174,0.0,0.0,34.3638381674066,1046423.5126499124,0.0,0.0,35.50929943965349,1776227.4542018622,0.0,0.0,35.50929943965349,1143654.46453495,0.0,0.0,34.3638381674066,727043.4879383394,0.0,0.0,35.50929943965349,751278.2708696174,0.0,0.0,1472.601566868367,727043.4879383394,0.0,0.0,3350.2321737993166,751278.2708696174,0.0,0.0
RLB-74584,282.52382812499997,85.61328125,1,350.0845946723382,124.38485657861716,17.774622400031046,-3.958522287887136,Bd RLB-74584,1009.5395994539462,361493.98792024725,0.0,0.0,482.7703283090725,326510.6987666749,0.0,0.0,21.488539673873476,361493.98792024725,0.0,0.0,20.795360974716267,349832.8915357231,0.0,0.0,21.488539673873476,361493.98792024725,0.0,0.0,20.795360974716267,349832.8915357231,0.0,0.0,21.488539673873476,361493.98792024725,0.0,0.0,21.488539673873476,361493.98792024725,0.0,0.0,20.795360974716267,349832.8915357231,0.0,0.0,21.488539673873476,361493.98792024725,0.0,0.0,435.35424949656596,349832.8915357231,0.0,0.0,955.0878058156222,361493.98792024725,0.0,0.0
RLB-62275,2678.341552734375,811.61865234375,1,1100.9982706297626,432.40483259550956,72.15511379427448,-25.23803113926089,Bd RLB-62275,4225.168204005781,797226.4152195109,0.0,0.0,1983.181994677721,720075.4718111712,0.0,0.0,41.5607801794814,797226.4152195109,0.0,0.0,40.22010985111103,771509.4340833977,0.0,0.0,41.5607801794814,797226.4152195109,0.0,0.0,40.22010985111103,1484099.5596908592,0.0,0.0,41.5607801794814,2871638.508305073,0.0,0.0,41.5607801794814,1771237.9040632625,0.0,0.0,40.22010985111103,772350.7752036519,0.0,0.0,41.5607801794814,797226.4152195109,0.0,0.0,1694.8250875004303,771509.4340833977,0.0,0.0,3876.1065873559332,797226.4152195109,0.0,0.0
RLB-69099,1333.0308105468748,403.94873046875,1,1330.049492115851,511.56177603666276,70.96095630284734,-15.941159931615443,Bd RLB-69099,3317.9978880831713,584860.7859678632,0.0,0.0,1568.9622251635612,528261.3550677473,0.0,0.0,35.51305650307188,584860.7859678632,0.0,0.0,34.367474035230856,565994.3090011579,0.0,0.0,35.51305650307188,584860.7859678632,0.0,0.0,34.367474035230856,613419.606564638,0.0,0.0,35.51305650307188,829425.9273001938,0.0,0.0,35.51305650307188,678399.3671261204,0.0,0.0,34.367474035230856,565994.3090011579,0.0,0.0,35.51305650307188,584860.7859678632,0.0,0.0,1375.7905121419806,565994.3090011579,0.0,0.0,3086.5577870610487,584860.7859678632,0.0,0.0
RLB-67674,1193.8458984375,361.771484375,1,562.9267648184258,319.9255019563572,38.64141449049295,-13.885956168009484,Bd RLB-67674,1946.3328915347106,527437.9317847091,0.0,0.0,918.2590086282985,476395.55128941464,0.0,0.0,35.598672021197515,527437.9317847091,0.0,0.0,34.450327762449206,510423.8049529443,0.0,0.0,35.598672021197515,527437.9317847091,0.0,0.0,34.450327762449206,528741.4525711571,0.0,0.0,35.598672021197515,718225.7584376219,0.0,0.0,35.598672021197515,608722.4465331018,0.0,0.0,34.450327762449206,510423.8049529443,0.0,0.0,35.598672021197515,527437.9317847091,0.0,0.0,883.6274500841023,510423.8049529443,0.0,0.0,1804.5874068823775,527437.9317847091,0.0,0.0
RLB-69200,93.36276855468749,28.291748046875,1,69.27159914851141,33.27417782274685,4.110760822854956,-1.2711639636115617,Bd RLB-69200,211.4517294296151,317752.23796386714,0.0,0.0,101.62251058024887,287002.0213867187,0.0,0.0,7.183655138541777,317752.23796386714,0.0,0.0,6.951924327621075,307502.1657714844,0.0,0.0,7.183655138541777,317752.23796386714,0.0,0.0,6.951924327621075,307502.1657714844,0.0,0.0,7.183655138541777,322172.09914178017,0.0,0.0,7.183655138541777,319381.60222743795,0.0,0.0,6.951924327621075,307502.1657714844,0.0,0.0,7.183655138541777,317752.23796386714,0.0,0.0,97.0844487871189,307502.1657714844,0.0,0.0,196.82625346448364,317752.23796386714,0.0,0.0
RLB-71710,1192.54072265625,361.3759765625,1,1304.9516765870057,163.61669954905827,57.66631157989083,-12.632805343802568,Bd RLB-71710,2726.4504339692494,548181.8720732557,0.0,0.0,1289.5175545692287,495132.0134855212,0.0,0.0,35.54155440452024,548181.8720732557,0.0,0.0,34.39505264953572,530498.5858773441,0.0,0.0,35.54155440452024,548181.8720732557,0.0,0.0,34.39505264953572,957300.4089046798,0.0,0.0,35.54155440452024,1738888.4574363187,0.0,0.0,35.54155440452024,1048433.8039446021,0.0,0.0,34.39505264953572,530498.5858773441,0.0,0.0,35.54155440452024,548181.8720732557,0.0,0.0,1041.1210860495016,530498.5858773441,0.0,0.0,2504.327848393487,548181.8720732557,0.0,0.0
RLB-69575,106.26547851562499,32.20166015625,1,155.69942610477227,67.6622800585778,8.144801104605753,-1.5686385845460773,Bd RLB-69575,397.4197203905785,323239.2028551941,0.0,0.0,192.6684876053697,291957.98967565916,0.0,0.0,7.169900996786632,323239.2028551941,0.0,0.0,6.938613867858031,312812.1317953491,0.0,0.0,7.169900996786632,323239.2028551941,0.0,0.0,6.938613867858031,312812.1317953491,0.0,0.0,7.169900996786632,323239.2028551941,0.0,0.0,7.169900996786632,323239.2028551941,0.0,0.0,6.938613867858031,312812.1317953491,0.0,0.0,7.169900996786632,323239.2028551941,0.0,0.0,175.65274721685367,312812.1317953491,0.0,0.0,378.8312044324072,323239.2028551941,0.0,0.0
RLB-75755,420.3673095703125,127.384033203125,1,529.0116773275837,117.05171110018851,24.500121036988535,-4.971696015237686,Bd RLB-75755,1357.1164338808994,390524.28726550663,0.0,0.0,646.2249459473745,352731.61430432857,0.0,0.0,28.905337888362688,390524.28726550663,0.0,0.0,27.972907633899375,377926.7296117806,0.0,0.0,28.905337888362688,390524.28726550663,0.0,0.0,27.972907633899375,495561.4211115137,0.0,0.0,28.905337888362688,739333.4535013644,0.0,0.0,28.905337888362688,517866.1750163477,0.0,0.0,27.972907633899375,377926.7296117806,0.0,0.0,28.905337888362688,390524.28726550663,0.0,0.0,540.3284299728575,377926.7296117806,0.0,0.0,1252.2608492747256,390524.28726550663,0.0,0.0
RLB-90886,5334.690894187167,1616.5729982385355,1,2858.858845434987,734.3111869662938,161.23378350460138,-43.37158427985166,Bd RLB-90886,8314.255352696053,1312037.5848806764,0.0,0.0,3957.2030620233277,1185066.2056986755,0.0,0.0,35.38574088587932,1312037.5848806764,0.0,0.0,34.2442653734316,1269713.7918200095,0.0,0.0,35.38574088587932,1312037.5848806764,0.0,0.0,34.2442653734316,1269713.7918200095,0.0,0.0,35.38574088587932,1312037.5848806764,0.0,0.0,35.38574088587932,1312037.5848806764,0.0,0.0,34.2442653734316,1269713.7918200095,0.0,0.0,35.38574088587932,1312037.5848806764,0.0,0.0,3619.8844566957578,1269713.7918200095,0.0,0.0,7807.642848508702,1312037.5848806764,0.0,0.0
RLB-69028,1025.6458025768713,310.8017583566277,1,475.15453904904246,267.2942067087608,32.676632591935864,-10.292591795703284,Bd RLB-69028,1719.5021678836492,494482.96398085856,0.0,0.0,827.9889724166234,446629.7739181948,0.0,0.0,35.62533177693151,494482.96398085856,0.0,0.0,34.47612752606275,478531.9006266373,0.0,0.0,35.62533177693151,494482.96398085856,0.0,0.0,34.47612752606275,478531.9006266373,0.0,0.0,35.62533177693151,494482.96398085856,0.0,0.0,35.62533177693151,494482.96398085856,0.0,0.0,34.47612752606275,478531.9006266373,0.0,0.0,35.62533177693151,494482.96398085856,0.0,0.0,837.9490675273455,478531.9006266373,0.0,0.0,1619.9103032193022,494482.96398085856,0.0,0.0
RLB-66940,305.5311767578125,92.585205078125,1,466.4398228664321,112.87268733072885,21.37374972105617,-5.101251454175782,Bd RLB-66940,1171.1178206200943,369066.42396179464,0.0,0.0,556.4832569344517,333350.3184171049,0.0,0.0,22.707300048275794,369066.42396179464,0.0,0.0,21.974806498331414,357161.0554468981,0.0,0.0,22.707300048275794,369066.42396179464,0.0,0.0,21.974806498331414,576521.980060507,0.0,0.0,22.707300048275794,941127.462366457,0.0,0.0,22.707300048275794,659275.9665555258,0.0,0.0,21.974806498331414,364147.23153379356,0.0,0.0,22.707300048275794,369066.42396179464,0.0,0.0,443.71579892910114,357161.0554468981,0.0,0.0,1077.7838592881667,369066.42396179464,0.0,0.0
RLB-70869,768.9153076171874,233.004638671875,1,565.2691198131533,308.25994050024684,34.79732202366207,-8.914499729579932,Bd RLB-70869,1749.3044162701117,456542.52866712445,0.0,0.0,837.5784286389746,412360.99363482214,0.0,0.0,35.615848724092736,456542.52866712445,0.0,0.0,34.46695037815426,441815.3503230237,0.0,0.0,35.615848724092736,456542.52866712445,0.0,0.0,34.46695037815426,441815.3503230237,0.0,0.0,35.615848724092736,456542.52866712445,0.0,0.0,35.615848724092736,456542.52866712445,0.0,0.0,34.46695037815426,441815.3503230237,0.0,0.0,35.615848724092736,456542.52866712445,0.0,0.0,795.0857078675327,441815.3503230237,0.0,0.0,1660.1066163094215,456542.52866712445,0.0,0.0
RLB-71281,881.191845703125,267.02783203125,1,353.85375725314816,181.09275630052937,24.729027071353894,-10.134170961990538,Bd RLB-71281,1250.7862757321002,463069.9349313873,0.0,0.0,590.3532908186604,418256.7154218983,0.0,0.0,35.67059053082126,463069.9349313873,0.0,0.0,34.5199263201496,448132.19509489095,0.0,0.0,35.67059053082126,463069.9349313873,0.0,0.0,34.5199263201496,704464.4727726025,0.0,0.0,35.67059053082126,1307023.764522702,0.0,0.0,35.67059053082126,931942.320312859,0.0,0.0,34.5199263201496,475013.9544497747,0.0,0.0,35.67059053082126,463069.9349313873,0.0,0.0,540.7251080855161,448132.19509489095,0.0,0.0,1145.1735090734749,463069.9349313873,0.0,0.0
RLB-78770,120.21232910156249,36.427978515625,1,221.4956535606449,64.8021854130714,10.306449175825469,-1.9552074343483299,Bd RLB-78770,494.2206032885192,327807.401794024,0.0,0.0,233.33315543795695,296084.1048462153,0.0,0.0,7.708623481898003,327807.401794024,0.0,0.0,7.4599582082883895,317232.96947808773,0.0,0.0,7.708623481898003,327807.401794024,0.0,0.0,7.4599582082883895,317545.928865139,0.0,0.0,7.708623481898003,334129.1259558461,0.0,0.0,7.708623481898003,328150.93020045105,0.0,0.0,7.4599582082883895,317232.96947808773,0.0,0.0,7.708623481898003,327807.401794024,0.0,0.0,200.80816436705652,317232.96947808773,0.0,0.0,464.4791277149045,327807.401794024,0.0,0.0
RLB-93181,946.453857421875,286.80419921875,1,877.1001543743149,318.5960748693099,46.74724292893343,-10.138410426430209,Bd RLB-93181,2638.1797675331236,497552.8580694541,0.0,0.0,1257.7148833054873,449402.58148208755,0.0,0.0,41.6731356170753,497552.8580694541,0.0,0.0,40.3288409197503,481502.7658736652,0.0,0.0,41.6731356170753,497552.8580694541,0.0,0.0,40.3288409197503,481502.7658736652,0.0,0.0,41.6731356170753,497716.3124050031,0.0,0.0,41.6731356170753,497552.8580694541,0.0,0.0,40.3288409197503,481502.7658736652,0.0,0.0,41.6731356170753,497552.8580694541,0.0,0.0,1128.9792810018657,481502.7658736652,0.0,0.0,2469.490313366005,497552.8580694541,0.0,0.0
RLB-67016,340.5566162109375,103.198974609375,1,652.2853542608377,196.89939248330205,30.436476070942362,-6.012536369571133,Bd RLB-67016,1442.9436628910996,384540.3216865095,0.0,0.0,683.6224217999497,347326.74216846016,0.0,0.0,20.92270058344111,384540.3216865095,0.0,0.0,20.247774758168816,372135.79518049303,0.0,0.0,20.92270058344111,384540.3216865095,0.0,0.0,20.247774758168816,397333.08090682654,0.0,0.0,20.92270058344111,478184.6990902489,0.0,0.0,20.92270058344111,418121.34370398393,0.0,0.0,20.247774758168816,372135.79518049303,0.0,0.0,20.92270058344111,384540.3216865095,0.0,0.0,574.8470650718658,372135.79518049303,0.0,0.0,1349.9260466562002,384540.3216865095,0.0,0.0
RLB-70800,2371.1080078125,718.517578125,1,1239.5185251290416,342.75372521798744,71.18308153471595,-23.817336602470487,Bd RLB-70800,3521.0335902767893,747957.6649348189,0.0,0.0,1650.5323832400602,675574.6651024171,0.0,0.0,35.512580751912886,747957.6649348189,0.0,0.0,34.367013630883434,723829.9983240183,0.0,0.0,35.512580751912886,747957.6649348189,0.0,0.0,34.367013630883434,1231353.2773409542,0.0,0.0,35.512580751912886,2280012.2411726527,0.0,0.0,35.512580751912886,1415168.763590476,0.0,0.0,34.367013630883434,723829.9983240183,0.0,0.0,35.512580751912886,747957.6649348189,0.0,0.0,1392.0426251154106,723829.9983240183,0.0,0.0,3232.1395716409465,747957.6649348189,0.0,0.0
RLB-75299,378.544482421875,114.71044921875,1,449.0039635250274,155.87651670783941,22.813152961083798,-5.689743653800085,Bd RLB-75299,1073.4990712687384,382105.6185490555,0.0,0.0,512.54115401556,345127.65546366305,0.0,0.0,22.703626595850313,382105.6185490555,0.0,0.0,21.97125154437127,369779.63085392467,0.0,0.0,22.703626595850313,382105.6185490555,0.0,0.0,21.97125154437127,411154.9202121197,0.0,0.0,22.703626595850313,522982.3388829159,0.0,0.0,22.703626595850313,437321.8564074459,0.0,0.0,21.97125154437127,369779.63085392467,0.0,0.0,22.703626595850313,382105.6185490555,0.0,0.0,436.674260523128,369779.63085392467,0.0,0.0,1000.0708343131588,382105.6185490555,0.0,0.0
RLB-74867,2021.8365234374999,612.677734375,1,1572.5786906070837,389.163769406286,80.60526764574702,-23.293482223764876,Bd RLB-74867,3861.6945040897185,703539.3353960225,0.0,0.0,1817.6470783256011,635454.8835835042,0.0,0.0,35.492411903593535,703539.3353960225,0.0,0.0,34.34749539057439,680844.5181251831,0.0,0.0,35.492411903593535,703539.3353960225,0.0,0.0,34.34749539057439,1270735.1391537809,0.0,0.0,35.492411903593535,2364898.5581821715,0.0,0.0,35.492411903593535,1373278.5438373424,0.0,0.0,34.34749539057439,680844.5181251831,0.0,0.0,35.492411903593535,703539.3353960225,0.0,0.0,1516.3132906206038,680844.5181251831,0.0,0.0,3556.4727388443807,703539.3353960225,0.0,0.0
RLB-75324,17170.40595703125,5203.1533203125,1,6953.413820609328,1800.616613426082,427.59270541474456,-128.46863667283503,Bd RLB-75324,26135.238666927424,3431720.4739257814,0.0,0.0,12398.556502673955,3099618.492578125,0.0,0.0,41.04428303272047,3431720.4739257814,0.0,0.0,39.72027390263272,3321019.8134765625,0.0,0.0,41.04428303272047,3431720.4739257814,0.0,0.0,39.72027390263272,3321019.8134765625,0.0,0.0,41.04428303272047,3431720.4739257814,0.0,0.0,41.04428303272047,3431720.4739257814,0.0,0.0,39.72027390263272,3321019.8134765625,0.0,0.0,41.04428303272047,3431720.4739257814,0.0,0.0,11533.474746975127,3321019.8134765625,0.0,0.0,24517.947220335787,3431720.4739257814,0.0,0.0
RLB-64848,504.4609130859375,152.866943359375,1,659.2926569438357,126.82746076342568,29.752744767868812,-6.884560516043239,Bd RLB-64848,1633.9997895475478,409500.55889594415,0.0,0.0,770.9523160228144,369871.47255117533,0.0,0.0,33.40829470623748,409500.55889594415,0.0,0.0,32.33060778022981,396290.8634476879,0.0,0.0,33.40829470623748,409500.55889594415,0.0,0.0,32.33060778022981,655194.779831894,0.0,0.0,33.40829470623748,1121564.0126367642,0.0,0.0,33.40829470623748,764029.3000616523,0.0,0.0,32.33060778022981,401907.1280401281,0.0,0.0,33.40829470623748,409500.55889594415,0.0,0.0,623.4193347094491,396290.8634476879,0.0,0.0,1503.369514088491,409500.55889594415,0.0,0.0
RLB-68143,363.34724121093745,110.105224609375,1,549.4000665177817,131.37775288497747,25.153172807347488,-5.010189048476155,Bd RLB-68143,1410.1737098415117,382298.13642189995,0.0,0.0,672.1541159782702,345301.54257461923,0.0,0.0,25.81268725652496,382298.13642189995,0.0,0.0,24.980019925669314,369965.93847280636,0.0,0.0,25.81268725652496,382298.13642189995,0.0,0.0,24.980019925669314,394306.2607341904,0.0,0.0,25.81268725652496,475163.66215777973,0.0,0.0,25.81268725652496,417359.66838055017,0.0,0.0,24.980019925669314,369965.93847280636,0.0,0.0,25.81268725652496,382298.13642189995,0.0,0.0,563.7407820604851,369965.93847280636,0.0,0.0,1314.8842535188778,382298.13642189995,0.0,0.0
RLB-79202,939.8449951171874,284.801513671875,1,819.1504284458333,298.80173104285745,44.16548680935901,-10.64240829750617,Bd RLB-79202,2163.510740490152,493673.2444634511,0.0,0.0,1038.9510089212768,445898.4143540849,0.0,0.0,35.578185876377255,493673.2444634511,0.0,0.0,34.43050246101025,477748.30109366233,0.0,0.0,35.578185876377255,493673.2444634511,0.0,0.0,34.43050246101025,477748.30109366233,0.0,0.0,35.578185876377255,500173.1411622431,0.0,0.0,35.578185876377255,493673.2444634511,0.0,0.0,34.43050246101025,477748.30109366233,0.0,0.0,35.578185876377255,493673.2444634511,0.0,0.0,921.9025053340463,477748.30109366233,0.0,0.0,2031.1862932002148,493673.2444634511,0.0,0.0
RLB-67014,1816.9609863281248,550.59423828125,1,1499.3858287197932,396.0043426483654,76.74152212219951,-19.18442338747081,Bd RLB-67014,4364.601540526839,667144.2619973994,0.0,0.0,2066.1979403106984,602581.9140621673,0.0,0.0,41.54202624971608,667144.2619973994,0.0,0.0,40.201960886822015,645623.479352322,0.0,0.0,41.54202624971608,667144.2619973994,0.0,0.0,40.201960886822015,678962.1262462451,0.0,0.0,41.54202624971608,867525.477319139,0.0,0.0,41.54202624971608,733321.3624437781,0.0,0.0,40.201960886822015,645623.479352322,0.0,0.0,41.54202624971608,667144.2619973994,0.0,0.0,1792.4027407718363,645623.479352322,0.0,0.0,4066.1825781524726,667144.2619973994,0.0,0.0
RLB-64502,239.180712890625,72.47900390625,1,354.13238603972286,82.442687938363,16.181862511709664,-3.583314302454152,Bd RLB-64502,899.1347233970998,352940.5527711594,0.0,0.0,428.99735392204536,318785.0154062085,0.0,0.0,19.14877084980127,352940.5527711594,0.0,0.0,18.53106856432381,341555.3736495091,0.0,0.0,19.14877084980127,352940.5527711594,0.0,0.0,18.53106856432381,469089.6798974167,0.0,0.0,19.14877084980127,687513.4218114137,0.0,0.0,19.14877084980127,490833.92064320453,0.0,0.0,18.53106856432381,341555.3736495091,0.0,0.0,19.14877084980127,352940.5527711594,0.0,0.0,347.69548559569233,341555.3736495091,0.0,0.0,830.686962464188,352940.5527711594,0.0,0.0
RLB-71499,1625.1275390624999,492.462890625,1,750.0090969938594,420.9691723693125,51.599523246490584,-18.167132927475794,Bd RLB-71499,2616.0592418926485,609365.3055137382,0.0,0.0,1237.8959597088676,550394.4694962797,0.0,0.0,35.55457414765284,609365.3055137382,0.0,0.0,34.40765240095437,589708.3601745854,0.0,0.0,35.55457414765284,609365.3055137382,0.0,0.0,34.40765240095437,590367.8635806257,0.0,0.0,35.55457414765284,693547.0985404373,0.0,0.0,35.55457414765284,645672.6740784302,0.0,0.0,34.40765240095437,589708.3601745854,0.0,0.0,35.55457414765284,609365.3055137382,0.0,0.0,1198.566932413773,589708.3601745854,0.0,0.0,2431.582810894109,609365.3055137382,0.0,0.0
RLB-78634,930.31640625,281.9140625,1,590.3753690780073,242.37217275257464,29.390086125118916,-9.446945817694054,Bd RLB-78634,2024.325951139109,426475.2909309659,0.0,0.0,954.9563023884011,401605.43061909825,0.0,0.0,10.85659806745798,445307.1503059659,0.0,0.0,10.50638522657224,427601.2671811767,0.0,0.0,10.85659806745798,447661.1327278409,0.0,0.0,154.6997134274404,1061723.8695772276,0.0,0.0,141.59040750434434,1623611.8869180703,0.0,0.0,161.58944257941408,1573006.0321612405,0.0,0.0,159.40406945429217,908567.2049223221,0.0,0.0,10.85659806745798,447661.1327278409,0.0,0.0,863.8932046984488,432309.2320249267,0.0,0.0,1875.886738978659,440599.1854622159,0.0,0.0
