;T_meas [°C];T_sim [°C];T_out [°C];C_th_rel [-];Sched_HG [-];Q_hg [W];Sched_op_w [-];NV_ACH [vol/h];NV_vfr [m3/h]
21;27.2608;27.2608;22.2000;1.2848;0.8911;891.1042;0.0272;1.6351;384.0798
22;27.0550;27.0550;21.1000;1.2848;0.8911;891.1042;0.0310;1.6472;386.9375
23;26.9725;26.9725;20.1000;1.2848;0.8911;891.1042;0.0291;1.3961;327.9360
0;26.9367;26.9367;19.6000;1.1255;0.6772;677.2395;0.0013;0.0600;14.0850
1;26.8400;26.8400;18.9000;1.1255;0.6772;677.2395;0.0028;0.2847;66.8869
2;26.7142;26.7142;18.4000;1.1255;0.6772;677.2395;0.0075;0.4208;98.8552
3;26.5942;26.5942;17.3000;1.1255;0.6772;677.2395;0.0059;0.4477;105.1724
4;26.5100;26.5100;16.5000;1.1255;0.6772;677.2395;0.0121;0.7318;171.8907
5;26.4692;26.4691;15.9000;1.1255;0.6772;677.2395;0.0047;1.0190;239.3712
6;26.4167;26.4167;16.3000;1.1255;0.6772;677.2395;0.0253;1.4776;347.0964
7;26.4167;26.4167;16.9000;1.1255;0.6772;677.2395;0.0304;1.8918;444.3750
8;26.2325;26.2325;18.0000;1.1255;0.6772;677.2395;0.0441;2.7503;646.0429
9;26.0275;26.0275;19.2000;1.1255;0.6772;677.2395;0.0521;3.9772;934.2492
10;25.9175;25.9175;19.6000;1.1255;0.6772;677.2395;0.0553;4.4167;1037.4807
11;25.8800;25.8800;20.6000;1.1255;0.6772;677.2395;0.0687;5.2130;1224.5333
12;25.9233;25.9234;22.2000;1.1255;0.6772;677.2395;0.0901;6.8554;1610.3319
13;25.9483;25.9484;23.1000;1.1255;0.6772;677.2395;0.1021;8.7417;2053.4181
14;25.9092;25.9093;23.8000;1.1255;0.6772;677.2395;0.1439;12.3308;2896.5037
15;25.8792;25.8793;24.0000;1.1255;0.6772;677.2395;0.1647;14.7443;3463.4415
16;26.1783;26.1785;24.5000;1.1255;0.6772;677.2395;0.1787;14.6155;3433.1818
17;26.7367;26.7372;25.8000;1.1255;0.6772;677.2395;0.2550;18.8813;4435.2058
18;27.2367;27.2371;26.2000;1.1255;0.6772;677.2395;0.1478;11.2202;2635.6208
19;27.6333;27.6314;26.2000;1.1255;0.6772;677.2395;0.0589;4.0117;942.3373
20;27.8225;27.8225;24.8000;1.1255;0.6772;677.2395;0.0142;0.8859;208.1013
21;27.7933;27.7933;24.3000;1.1255;0.6772;677.2395;0.0171;0.9672;227.2016
22;27.1508;27.1508;23.3000;1.1255;0.6772;677.2395;0.0591;3.1050;729.3576
23;27.0217;27.0217;22.5000;1.1255;0.6772;677.2395;0.0489;2.5663;602.8192
0;26.9208;26.7641;21.8000;1.1185;0.7704;770.4166;0.0000;0.0006;0.1409
1;26.7642;26.7569;21.2000;1.1185;0.7704;770.4166;0.0008;0.2051;48.1871
2;26.6542;26.6510;20.4000;1.1185;0.7704;770.4166;0.0075;0.4266;100.2040
3;26.5658;26.5653;19.3000;1.1185;0.7704;770.4166;0.0103;0.5003;117.5152
4;26.5050;26.5071;18.9000;1.1185;0.7704;770.4166;0.0262;0.9617;225.8946
5;26.4658;26.4768;18.5000;1.1185;0.7704;770.4166;0.0505;1.4154;332.4773
6;26.4992;26.5021;19.1000;1.1185;0.7704;770.4166;0.0685;2.0188;474.2242
7;26.5533;26.5584;20.0000;1.1185;0.7704;770.4166;0.0988;2.6917;632.2717
8;26.7258;26.7291;20.7000;1.1185;0.7704;770.4166;0.0887;3.0202;709.4453
9;26.8258;26.8291;21.7000;1.1185;0.7704;770.4166;0.1029;3.8205;897.4457
10;26.8133;26.8172;22.7000;1.1185;0.7704;770.4166;0.1255;5.2042;1222.4680
11;26.8917;26.8933;23.3000;1.1185;0.7704;770.4166;0.1268;5.6623;1330.0789
12;26.8775;26.8760;24.3000;1.1185;0.7704;770.4166;0.0547;8.2926;1947.9261
13;27.0925;27.0944;24.7000;1.1185;0.7704;770.4166;0.1817;7.4253;1744.2022
14;27.1508;27.1602;26.2000;1.1185;0.7704;770.4166;0.3428;19.9607;4688.7778
15;27.1358;27.1935;26.4000;1.1185;0.7704;770.4166;0.4403;23.8381;5599.5783
16;27.2550;27.2617;26.1000;1.1185;0.7704;770.4166;0.3130;17.6950;4156.5623
17;27.5517;27.5514;25.3000;1.1185;0.7704;770.4166;0.1126;7.4027;1738.8885
18;27.9817;27.9815;25.0000;1.1185;0.7704;770.4166;0.0553;3.4749;816.2469
19;28.2775;28.2820;25.3000;1.1185;0.7704;770.4166;0.0425;2.0472;480.8814
20;28.7150;28.7064;24.9000;1.1185;0.7704;770.4166;0.0020;0.0735;17.2553
21;28.5217;28.5424;25.4000;1.1185;0.7704;770.4166;0.0385;1.3226;310.6744
22;27.8350;27.8571;24.6000;1.1185;0.7704;770.4166;0.1269;4.1285;969.7742
23;27.6042;27.6309;22.5000;1.1185;0.7704;770.4166;0.0622;2.6482;622.0601
0;27.4117;27.4117;21.8000;1.7560;0.7807;780.6887;0.0402;1.3000;305.3616
1;27.2350;27.2350;21.4000;1.7560;0.7807;780.6887;0.0496;1.5917;373.8961
2;27.0900;27.0900;20.8000;1.7560;0.7807;780.6887;0.0399;1.6526;388.2044
3;26.9850;26.9850;20.2000;1.7560;0.7807;780.6887;0.0421;1.6285;382.5443
4;26.9492;26.9492;20.1000;1.7560;0.7807;780.6887;0.0614;1.9194;450.8673
5;26.8700;26.8700;19.7000;1.7560;0.7807;780.6887;0.0514;2.2396;526.0869
6;26.8483;26.8483;20.2000;1.7560;0.7807;780.6887;0.0694;2.8109;660.2741
7;26.8158;26.8158;20.8000;1.7560;0.7807;780.6887;0.0716;3.5658;837.6087
8;26.9333;26.9333;21.7000;1.7560;0.7807;780.6887;0.0600;4.1450;973.6671
9;27.1133;27.1133;22.6000;1.7560;0.7807;780.6887;0.0636;4.5964;1079.6852
10;27.2467;27.2467;23.3000;1.7560;0.7807;780.6887;0.0639;5.0388;1183.6149
11;27.3208;27.3208;24.6000;1.7560;0.7807;780.6887;0.0776;7.2474;1702.4188
12;27.3933;27.3933;24.9000;1.7560;0.7807;780.6887;0.0760;7.4274;1744.6901
13;27.4275;27.4275;25.8000;1.7560;0.7807;780.6887;0.1023;10.6208;2494.8213
14;27.4725;27.4725;26.5000;1.7560;0.7807;780.6887;0.1522;16.7736;3940.1276
15;27.3050;27.3050;26.8000;1.7560;0.7807;780.6887;0.3119;36.5098;8576.1456
16;27.1442;27.1442;21.3000;1.7560;0.7807;780.6887;0.0193;2.8186;662.0902
17;27.1283;27.1283;18.8000;1.7560;0.7807;780.6887;0.0203;1.6980;398.8692
18;27.1792;27.1792;20.6000;1.7560;0.7807;780.6887;0.1384;2.0475;480.9519
19;27.0383;27.0383;20.4000;1.7560;0.7807;780.6887;0.0466;2.1737;510.6044
20;26.7900;26.7900;20.3000;1.7560;0.7807;780.6887;0.0343;2.5811;606.3012
21;26.5667;26.5667;19.7000;1.7560;0.7807;780.6887;0.0226;2.6317;618.1767
22;26.2042;26.2042;19.3000;1.7560;0.7807;780.6887;0.0310;3.1007;728.3542
23;25.7958;25.7958;18.6000;1.7560;0.7807;780.6887;0.0336;3.4390;807.8248
0;25.6000;25.6000;17.9000;1.6883;0.8405;840.4641;0.0620;5.7726;1355.9948
1;25.3350;25.3350;17.2000;1.6883;0.8405;840.4641;0.0494;5.2014;1221.8009
2;25.3075;25.3075;16.8000;1.6883;0.8405;840.4641;0.0433;4.4630;1048.3497
3;25.2792;25.2792;16.8000;1.6883;0.8405;840.4641;0.0329;4.1105;965.5540
4;25.1367;25.1367;16.2000;1.6883;0.8405;840.4641;0.0299;3.9806;935.0518
5;24.8733;24.8733;16.0000;1.6883;0.8405;840.4641;0.0324;4.1219;968.2270
6;24.7567;24.7567;15.9000;1.6883;0.8405;840.4641;0.0344;4.2994;1009.9326
7;24.7392;24.7392;15.8000;1.6883;0.8405;840.4641;0.0336;4.2230;991.9744
8;25.1267;25.1267;16.5000;1.6883;0.8405;840.4641;0.0287;3.4239;804.2732
9;25.5308;25.5308;17.1000;1.6883;0.8405;840.4641;0.0245;2.6056;612.0459
10;25.8408;25.8408;17.5000;1.6883;0.8405;840.4641;0.0164;1.9860;466.5131
11;25.8900;25.8900;18.0000;1.6883;0.8405;840.4641;0.0161;1.9735;463.5729
12;25.9575;25.9575;17.9000;1.6883;0.8405;840.4641;0.0146;1.7599;413.3986
13;25.9583;25.9583;18.5000;1.6883;0.8405;840.4641;0.0147;1.8508;434.7587
14;26.0350;26.0350;18.5000;1.6883;0.8405;840.4641;0.0125;1.5789;370.8869
15;25.9917;25.9917;18.0000;1.6883;0.8405;840.4641;0.0129;1.4871;349.3299
16;25.9433;25.9433;18.9000;1.6883;0.8405;840.4641;0.0156;1.7743;416.7867
17;25.9050;25.9050;18.8000;1.6883;0.8405;840.4641;0.0151;1.7120;402.1447
18;26.0750;26.0750;18.2000;1.6883;0.8405;840.4641;0.0100;1.0762;252.8036
19;25.9417;25.9416;18.5000;1.6883;0.8405;840.4641;0.0139;1.3768;323.3996
20;25.8475;25.8475;18.2000;1.6883;0.8405;840.4641;0.0155;1.3861;325.5975
21;25.8642;25.8642;17.8000;1.6883;0.8405;840.4641;0.0113;1.1483;269.7381
22;25.4617;25.4617;17.5000;1.6883;0.8405;840.4641;0.0188;1.7980;422.3503
23;24.6708;24.6708;17.4000;1.6883;0.8405;840.4641;0.0365;3.3362;783.6779
