;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];Name;February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg]
RLB-78785;13363.50146484375;4049.5458984375;53;6967.689273988845;2237.058062146841;332.5630420865192;-95.099097280205;Bd RLB-78785;11471.332677637896;1909276.9507058673;0.0;0.0;167.23737947997773;2320663.521248011;0.0;0.0;161.84262530320427;2197809.757237239;0.0;0.0;167.23737947997773;2354477.229499964;0.0;0.0;2477.1181610617596;9677486.93066524;0.0;0.0;2225.899728962564;14165094.579780994;0.0;0.0;2532.308570707599;15505640.523483938;0.0;0.0;2588.609131784361;8188131.022863722;0.0;0.0;167.23737947997773;2354477.229499964;0.0;0.0;9535.258891341435;1996352.3301016286;0.0;0.0;31494.081925238752;60669410.07508658;0.0;0.0
RLB-71081;2812.436279296875;852.25341796875;11;1718.7418826755365;500.7441774503477;95.57026594823185;-30.35644252608645;Bd RLB-71081;2216.6261580186915;2337622.913012438;0.0;0.0;206.37961126922352;2787165.7808994455;0.0;0.0;200.222209209833;2697257.207322044;0.0;0.0;207.50214874866253;2787165.7808994455;0.0;0.0;200.1789120626405;3000894.9503353126;0.0;0.0;206.52910364655622;3771913.417151835;0.0;0.0;205.49942886073217;3164793.4243204584;0.0;0.0;200.79745640380528;2697257.207322044;0.0;0.0;205.79551463362995;2787165.7808994455;0.0;0.0;1796.5150862867408;2425647.185899382;0.0;0.0;5646.045629140515;28456883.64806185;0.0;0.0
RLB-68531;1141.853173828125;346.01611328125;4;423.4611896661768;203.347311784779;29.886719412390438;-12.740184903229617;Bd RLB-68531;658.6278704480748;795008.7632124927;0.0;0.0;75.56568658705132;947895.0638302797;0.0;0.0;73.81228812515472;917317.8037067223;0.0;0.0;76.34805942984387;947895.0638302797;0.0;0.0;71.89654812718534;1013931.6438114936;0.0;0.0;74.64008014626056;1410370.695955827;0.0;0.0;76.09149553209475;1128962.844554577;0.0;0.0;72.09011925788958;917317.8037067223;0.0;0.0;74.57521825882472;947895.0638302797;0.0;0.0;585.1929764882299;824946.0956143837;0.0;0.0;1838.8403424006096;9851540.842053058;0.0;0.0
RLB-78903;1607.0000976562499;486.9697265625;6;614.3183880035998;384.5692310294348;45.85551509904237;-17.447600136160407;Bd RLB-78903;1024.015154434427;1227637.6452526073;0.0;0.0;107.14073007498784;1463721.8078011859;0.0;0.0;102.7561687234708;1416504.97529147;0.0;0.0;107.21127983485562;1463721.8078011859;0.0;0.0;105.30632530310514;1416504.97529147;0.0;0.0;107.2498523148409;1463721.8078011859;0.0;0.0;109.17005748098904;1463721.8078011859;0.0;0.0;105.57524139494683;1416504.97529147;0.0;0.0;107.47059728909232;1463721.8078011859;0.0;0.0;1003.870602320201;1273865.5507382113;0.0;0.0;2879.7660091709167;14069627.160871157;0.0;0.0
RLB-71159;16555.361206054688;5016.776123046875;65;6369.231042603634;1929.051737146135;311.0825933570042;-111.66654304331713;Bd RLB-71159;12063.107457884957;2212494.221714717;0.0;0.0;207.29025665456575;2692753.2159418934;0.0;0.0;200.60347418183784;2546433.3203435284;0.0;0.0;207.29025665456575;2734643.296569335;0.0;0.0;2986.6333333190555;12810548.17778759;0.0;0.0;2701.2992388208963;18848665.37310851;0.0;0.0;3089.942546807595;20465213.960715313;0.0;0.0;3083.2549341913877;10752979.41083673;0.0;0.0;207.29025665456575;2734643.296569335;0.0;0.0;9826.12571895385;2314612.5445204135;0.0;0.0;34572.83747412328;78112986.81810735;0.0;0.0
RLB-68359;6038.982275390625;1829.99462890625;24;4313.095618302381;956.1524500769785;221.57541451725103;-62.5006226309797;Bd RLB-68359;5030.546997373114;6573271.413884088;0.0;0.0;443.98099733573724;7837362.070400259;0.0;0.0;431.30504935734325;7584543.939097025;0.0;0.0;442.91858590794095;7837362.070400259;0.0;0.0;429.1105613257095;7620556.367635778;0.0;0.0;444.16724930558627;8244591.277659844;0.0;0.0;445.96121945692494;7939254.956895759;0.0;0.0;426.77565505158765;7584543.939097025;0.0;0.0;444.8007915703134;7837362.070400259;0.0;0.0;4104.424096886319;6820788.213522267;0.0;0.0;12643.991203570575;75879636.31899257;0.0;0.0
RLB-71165;934.39306640625;283.1494140625;4;521.5595477894017;322.70247911163335;35.225124761002384;-10.055895217368487;Bd RLB-71165;804.3456637910268;766664.7872646034;0.0;0.0;64.48076133774374;914100.3232770273;0.0;0.0;62.93075274127264;884613.2160745426;0.0;0.0;65.19528387172896;914100.3232770273;0.0;0.0;63.98521431250645;884613.2160745426;0.0;0.0;65.08411295577518;914100.3232770273;0.0;0.0;66.30627466295469;914100.3232770273;0.0;0.0;63.189191295765504;884613.2160745426;0.0;0.0;65.5467262470249;914100.3232770273;0.0;0.0;816.8904478322119;795534.8647117377;0.0;0.0;2137.9544290480108;8786540.916585106;0.0;0.0
RLB-70901;909.7590820315827;275.68457031260084;4;561.8391644048827;199.44960180129652;32.323210585297346;-11.376713722304222;Bd RLB-70901;721.8414908537119;938012.5955008727;0.0;0.0;70.39488419505267;1118399.6330971944;0.0;0.0;68.11922955913444;1082322.22557793;0.0;0.0;69.05762457238983;1118399.6330971944;0.0;0.0;69.25989906920259;1493181.224985179;0.0;0.0;69.14772173428332;2240411.8706125706;0.0;0.0;69.79946315549287;1758699.098633616;0.0;0.0;67.72912219114468;1124701.6429271528;0.0;0.0;70.63061813350524;1118399.6330971944;0.0;0.0;566.056546240333;973334.7001992841;0.0;0.0;1842.0365997042504;12965862.257728187;0.0;0.0
RLB-79293;388.9423828125;117.861328125;2;389.36234313044105;98.82903795773439;19.107406408803204;-5.2879433596937115;Bd RLB-79293;416.50906481441905;601746.502532302;0.0;0.0;31.88097083810175;717466.983788514;0.0;0.0;30.39838417941773;694322.8875372716;0.0;0.0;32.21718650785016;717466.983788514;0.0;0.0;31.22121163167463;911315.1197935124;0.0;0.0;31.733749387406707;1302455.4015571019;0.0;0.0;31.472529903636655;1033055.4981655827;0.0;0.0;30.173221822663493;707207.1996845476;0.0;0.0;31.211146843220835;717466.983788514;0.0;0.0;313.3517058455393;624406.5557816355;0.0;0.0;980.1691717739303;8026910.116417496;0.0;0.0
RLB-64835;12373.453125;3749.53125;49;4095.203049298899;1572.5302409870699;215.134964746794;-84.31032297221557;Bd RLB-64835;8669.528482497297;1700624.8801429593;0.0;0.0;155.29131826373728;2068610.1233194899;0.0;0.0;150.2819209003909;1957442.7715591837;0.0;0.0;155.29131826373728;2099918.70925699;0.0;0.0;2246.76467248917;9471860.308982927;0.0;0.0;2026.828775134697;13882894.02770127;0.0;0.0;2317.1582040515877;15140087.736923156;0.0;0.0;2318.5678694187727;8016064.691034974;0.0;0.0;155.29131826373728;2099918.70925699;0.0;0.0;7048.3072749103385;1778718.3718731026;0.0;0.0;25243.311154193467;58216140.33005104;0.0;0.0
RLB-64727;1165.041796875;353.04296875;5;720.8713297442707;256.4961937764659;41.473126155048945;-13.253398060079984;Bd RLB-64727;976.8226192557809;731077.8964243729;0.0;0.0;87.54797397683322;871669.7995829063;0.0;0.0;85.22607349643339;843551.4189511996;0.0;0.0;90.2628715079324;871669.7995829063;0.0;0.0;86.35327892499876;906528.5530550139;0.0;0.0;87.93235983583945;1127414.6423865194;0.0;0.0;89.12641275819803;980614.8923376012;0.0;0.0;86.45902244993944;843551.4189511996;0.0;0.0;90.11460519080771;871669.7995829063;0.0;0.0;803.4102345211138;758607.994176487;0.0;0.0;2483.255451917877;8806356.215031112;0.0;0.0
RLB-79369;3325.839257725927;1007.8300780987659;13;1647.228856631443;704.9931085903894;104.16254101742561;-33.970480585437315;Bd RLB-79369;2503.5871552960716;3348088.285084779;0.0;0.0;246.91218892885254;3991951.4168318515;0.0;0.0;234.95179230275713;3863178.7904824372;0.0;0.0;244.3933151700246;3991951.4168318515;0.0;0.0;235.91200368441528;3863178.7904824372;0.0;0.0;245.5288691865664;3991951.4168318515;0.0;0.0;243.8837819418235;3991951.4168318515;0.0;0.0;239.0797506189541;3863178.7904824372;0.0;0.0;242.81158014878773;3991951.4168318515;0.0;0.0;2174.0548935697475;3474161.3254288235;0.0;0.0;6611.115330848001;38371543.06612017;0.0;0.0
RLB-75429;1e-05;1e-05;1;204.30698064457698;32.21760514157069;7.687049121383133;-1.4867385872548695;Bd RLB-75429;167.38851947810804;540073.8628548278;0.0;0.0;7.892437523244792;643934.2210961408;0.0;0.0;7.7706241169160695;623162.1494478781;0.0;0.0;7.922998593398331;643934.2210961408;0.0;0.0;7.550802469356824;736516.4622856713;0.0;0.0;7.763021979484519;920273.3288864214;0.0;0.0;8.000257107171453;813887.3929165124;0.0;0.0;7.950221556694293;642245.7039329952;0.0;0.0;8.214485846549252;643934.2210961408;0.0;0.0;116.56816131814875;560411.5951567377;0.0;0.0;347.0215299890723;6768373.158769467;0.0;0.0
RLB-70795;998.319287109375;302.52099609375;4;826.4963163041035;363.1899215660513;46.98413012335816;-11.527696547931678;Bd RLB-70795;1073.5926920720024;1094624.663823093;0.0;0.0;75.23774747469464;1305129.4068659956;0.0;0.0;72.11421149127102;1263028.458257415;0.0;0.0;74.51597331756949;1305129.4068659956;0.0;0.0;71.19429829803364;1263028.458257415;0.0;0.0;74.32600112730118;1305129.4068659956;0.0;0.0;73.81039228445209;1305129.4068659956;0.0;0.0;71.48767757486988;1263028.458257415;0.0;0.0;73.61544486407142;1305129.4068659956;0.0;0.0;923.9602746536709;1135844.0174836356;0.0;0.0;2583.854713157937;12545201.090408951;0.0;0.0
RLB-70461;2308.5489990234373;699.560302734375;9;915.3571962691165;309.76174669038704;59.05427397137918;-24.00064414378727;Bd RLB-70461;1412.0506667850555;1694535.6595777252;0.0;0.0;170.96690568562096;2020407.901804211;0.0;0.0;165.31424371069815;1955233.4533589138;0.0;0.0;170.731242912677;2020407.901804211;0.0;0.0;166.0910249904909;2597631.4808652853;0.0;0.0;168.42973052082579;3864587.8204732575;0.0;0.0;171.4313411094073;3007205.2284942623;0.0;0.0;166.89148225099996;1985119.3028221447;0.0;0.0;169.7560503067318;2020407.901804211;0.0;0.0;1128.7139773649544;1758344.5160987347;0.0;0.0;3890.376665637462;22923881.167102955;0.0;0.0
RLB-68651;425.575927734375;128.96240234375;2;404.92116281108144;121.60835659449882;20.65867544513448;-4.479781818225366;Bd RLB-68651;488.76532788537645;542998.4543876378;0.0;0.0;33.43604743154982;647421.2340775682;0.0;0.0;33.185261748268005;626536.678139582;0.0;0.0;33.626142862948015;647421.2340775682;0.0;0.0;32.75665557052395;626536.678139582;0.0;0.0;33.11651083875726;647421.2340775682;0.0;0.0;33.842656060406064;647421.2340775682;0.0;0.0;32.388112600320284;626536.678139582;0.0;0.0;33.74687774359929;647421.2340775682;0.0;0.0;418.8437895970266;563446.3782948956;0.0;0.0;1173.7073823387757;6223161.03748912;0.0;0.0
RLB-65270;2253.8661621093747;682.98974609375;9;1831.822647647388;588.2492266271341;97.43455393150009;-23.623694094017818;Bd RLB-65270;2240.0144799927734;1659307.2825066503;0.0;0.0;167.99970099682406;1978404.8368348524;0.0;0.0;160.69700113679303;1914585.325969212;0.0;0.0;168.03838338728852;1978404.8368348524;0.0;0.0;161.05294600913768;1914585.325969212;0.0;0.0;167.2099706636647;1986042.1853608764;0.0;0.0;168.76398982425545;1978404.8368348524;0.0;0.0;161.15772382895494;1914585.325969212;0.0;0.0;167.7791714647072;1978404.8368348524;0.0;0.0;1869.7495547787735;1721789.8253231507;0.0;0.0;5432.462922083172;19024514.618437722;0.0;0.0
RLB-90665;1961.4681152343749;594.38427734375;8;1956.3003091991318;167.0415343513692;85.3541775423444;-19.104226351375413;Bd RLB-90665;1936.9286143131744;1034848.2903665316;0.0;0.0;145.95093842547524;1233857.57697548;0.0;0.0;143.15752290552592;1194055.7196536902;0.0;0.0;146.42004131870183;1233857.57697548;0.0;0.0;141.59919574346304;1794526.7024806829;0.0;0.0;144.95899282414786;2929671.7147072423;0.0;0.0;146.15183785359363;1914565.334178213;0.0;0.0;141.4184559508328;1194055.7196536902;0.0;0.0;147.06904155115032;1233857.57697548;0.0;0.0;1456.5425228722277;1073816.9839829088;0.0;0.0;4550.197163758293;14837113.1959494;0.0;0.0
RLB-96407;845.575048828125;256.23486328125;3;737.0573355221127;205.3833455873465;37.675780876291796;-9.453254119188301;Bd RLB-96407;872.7670996848883;750751.3066323202;0.0;0.0;60.92063607233626;895126.5579077662;0.0;0.0;59.33454333110189;866251.5076526771;0.0;0.0;60.0700095050383;895126.5579077662;0.0;0.0;59.557986275561525;866251.5076526771;0.0;0.0;60.85590834466844;903221.8331872828;0.0;0.0;60.968707635020955;895126.5579077662;0.0;0.0;58.361143614842575;866251.5076526771;0.0;0.0;61.25591655362822;895126.5579077662;0.0;0.0;717.059257112781;779022.1801693155;0.0;0.0;2071.1512081298674;8612256.074578015;0.0;0.0
RLB-75210;741.7765136718749;224.78076171875;3;864.7517861486267;367.36104064117677;46.22513781793423;-9.188946492491784;Bd RLB-75210;1012.3128603131269;782733.2355440143;0.0;0.0;55.40748357376056;933258.8577640171;0.0;0.0;54.21332527482541;903153.7333200164;0.0;0.0;54.76154962768055;933258.8577640171;0.0;0.0;54.65468561687458;903153.7333200164;0.0;0.0;55.35878789126051;933258.8577640171;0.0;0.0;55.130645257826174;933258.8577640171;0.0;0.0;53.06062472651891;903153.7333200164;0.0;0.0;55.728665172498346;933258.8577640171;0.0;0.0;886.0917294323516;812208.4217591337;0.0;0.0;2336.7203568867235;8970697.146083282;0.0;0.0
RLB-66928;1246.8650399652497;377.83789089856054;5;1427.9491102791135;205.20514111282364;63.46805516994837;-13.670843676546262;Bd RLB-66928;1417.229925142745;888055.4930498376;0.0;0.0;92.85462045325625;1058835.3955594217;0.0;0.0;88.91152424272067;1024679.415057505;0.0;0.0;91.96244137734433;1058835.3955594217;0.0;0.0;91.5227284746835;1286351.6346761312;0.0;0.0;91.42052935246605;1819210.1549420226;0.0;0.0;90.9314585799925;1346971.708247714;0.0;0.0;90.58006668439704;1024679.415057505;0.0;0.0;93.6888565481816;1058835.3955594217;0.0;0.0;1074.6073863552385;921496.641557734;0.0;0.0;3223.709537211026;11487950.649266716;0.0;0.0
RLB-74314;994.3924804687499;301.3310546875;4;861.6064257177369;294.97539304405825;45.875513113664596;-12.139180058357931;Bd RLB-74314;993.5354762646327;1141020.4660607504;0.0;0.0;74.9296669193276;1360447.4787647408;0.0;0.0;72.62825604375992;1316562.0762239427;0.0;0.0;73.79184170797956;1360447.4787647408;0.0;0.0;70.85645537922778;1527679.3465667723;0.0;0.0;73.48350780817977;2007824.502610732;0.0;0.0;75.87040367788481;1598047.6603041152;0.0;0.0;71.67696585274481;1316562.0762239427;0.0;0.0;75.07265280236106;1360447.4787647408;0.0;0.0;794.9317074183575;1183986.831820131;0.0;0.0;2376.7769338744556;14173025.396104606;0.0;0.0
RLB-78838;3802.9486816406247;1152.40869140625;15;2304.7039739031893;666.6982065413771;128.2618098781203;-41.435492318099115;Bd RLB-78838;2974.9432924465245;3220298.4910020987;0.0;0.0;278.8570017155002;3839586.662348656;0.0;0.0;270.4852980839162;3715729.028079345;0.0;0.0;281.41546112932497;3839586.662348656;0.0;0.0;272.2210783935747;3899636.7132381555;0.0;0.0;280.20873062682347;4594275.2207172;0.0;0.0;281.46524430711867;4160033.073004552;0.0;0.0;270.1039971816593;3715729.028079345;0.0;0.0;281.3322413831507;3839586.662348656;0.0;0.0;2438.7606492561545;3341559.7756975037;0.0;0.0;7629.792994523747;38166021.31686417;0.0;0.0
RLB-71167;13720.22373121929;4157.643554914936;54;6291.794783144957;2265.714229111011;312.4196022263672;-107.0868775823047;Bd RLB-71167;10789.11774505651;1926778.6983896834;0.0;0.0;171.7858074429932;2342711.3328969437;0.0;0.0;166.2443297835418;2217865.2175752437;0.0;0.0;171.7858074429932;2377427.6565804835;0.0;0.0;2458.152885740413;15163269.002704212;0.0;0.0;2237.7845135769294;27321389.329595625;0.0;0.0;2559.9568108826024;22575768.59041876;0.0;0.0;2514.4225344609026;9421469.184275167;0.0;0.0;171.7858074429932;2377427.6565804835;0.0;0.0;8309.858310906748;2014918.1831891027;0.0;0.0;29550.894552736627;87739024.85220571;0.0;0.0
RLB-70902;892.6951171874999;270.513671875;4;709.3545680333275;222.25338186756585;37.716384348341535;-10.807081453975881;Bd RLB-70902;814.6107576556632;1023319.3190021182;0.0;0.0;69.37704303473377;1220111.4957332949;0.0;0.0;66.85224095353554;1180753.0603870596;0.0;0.0;68.63036343658801;1220111.4957332949;0.0;0.0;67.3104096158092;1669476.911552288;0.0;0.0;68.81387671736204;2555847.7663216735;0.0;0.0;69.21538530379172;1977108.7208079179;0.0;0.0;65.77522543656958;1229622.0939359223;0.0;0.0;68.2344044601554;1220111.4957332949;0.0;0.0;632.0922973917474;1061853.6466846173;0.0;0.0;1990.912004005956;14358316.00589148;0.0;0.0
RLB-71496;1e-05;1e-05;1;137.34893481219356;26.174133816795102;5.314499813775464;-1.1000327979463764;Bd RLB-71496;117.24601684484432;456695.526496697;0.0;0.0;7.483262177306895;544521.5892845233;0.0;0.0;8.060068785055787;526956.376726958;0.0;0.0;7.897139057033085;544521.5892845233;0.0;0.0;7.883934010676995;612294.7974156098;0.0;0.0;8.089354854210075;747831.9503569568;0.0;0.0;8.170668312834334;672465.4768474045;0.0;0.0;7.9526774592956695;543797.5871512486;0.0;0.0;8.111747918520757;544521.5892845233;0.0;0.0;81.83118030370592;473893.6641945222;0.0;0.0;262.72604972348387;5667500.147042966;0.0;0.0
RLB-71034;215.50949707031248;65.305908203125;1;395.28253928462374;115.20590375637565;18.386786874418416;-3.418453937046587;Bd RLB-71034;405.4720933443464;455687.83276713226;0.0;0.0;16.997530827798013;543320.1082992731;0.0;0.0;16.38206701539827;525793.6531928449;0.0;0.0;17.017806872471656;543320.1082992731;0.0;0.0;15.974460161202327;525793.6531928449;0.0;0.0;17.255861077521747;547360.6410272608;0.0;0.0;17.252101638949764;543320.1082992731;0.0;0.0;16.637052478441;525793.6531928449;0.0;0.0;17.001543458338077;543320.1082992731;0.0;0.0;317.49115563788064;472848.09375400096;0.0;0.0;857.4816725123479;5226557.960324021;0.0;0.0
RLB-74868;390.41835937499997;118.30859375;2;568.161735782318;129.25884988088887;25.919655362179228;-5.571781432477897;Bd RLB-74868;559.3403388554389;694416.285173161;0.0;0.0;31.43996056724053;827957.8784756919;0.0;0.0;30.767847179002885;801249.5598151856;0.0;0.0;31.96677177202592;827957.8784756919;0.0;0.0;31.34317668641459;847379.3012983776;0.0;0.0;31.736196222241258;980580.2348424614;0.0;0.0;32.01391787294312;888193.8365291315;0.0;0.0;31.098142826130864;801249.5598151856;0.0;0.0;31.816743403356316;827957.8784756919;0.0;0.0;427.062767120434;720565.8221872577;0.0;0.0;1238.5858625052283;8217508.235087836;0.0;0.0
RLB-74878;1e-05;1e-05;1;315.3794991747745;92.91500057026718;13.269571325047185;-3.584913916780063;Bd RLB-74878;256.2775702423594;435535.14516136085;0.0;0.0;7.216008188388773;519291.9038462379;0.0;0.0;7.479317148987908;502540.5521092625;0.0;0.0;7.105858972265113;519291.9038462379;0.0;0.0;7.0215691270092275;665148.8485440044;0.0;0.0;7.191706763794085;1048770.7964286027;0.0;0.0;7.2392667841050145;831426.9143902594;0.0;0.0;6.922696452932109;531873.2235446845;0.0;0.0;7.539747604867242;519291.9038462379;0.0;0.0;213.91103094075487;451936.53720792965;0.0;0.0;527.9047722254637;6025107.728924817;0.0;0.0
RLB-68933;1035.747216796875;313.86279296875;4;932.6643208918539;267.60072767718174;47.639840885134284;-13.459605102658713;Bd RLB-68933;1022.0558482694383;1337804.285889652;0.0;0.0;76.60224562483272;1595074.3408684314;0.0;0.0;73.51437585344082;1543620.3298726752;0.0;0.0;75.96978014866765;1595074.3408684314;0.0;0.0;74.2307737190789;1664718.618769907;0.0;0.0;78.20871792252726;1984736.8067297924;0.0;0.0;76.5289342625493;1749863.943879838;0.0;0.0;72.82766928459381;1543620.3298726752;0.0;0.0;76.92522798172621;1595074.3408684314;0.0;0.0;818.1540541448342;1388180.4872385198;0.0;0.0;2445.017627211689;15997767.824858353;0.0;0.0
RLB-70859;896.1498046874999;271.560546875;4;752.095740536824;202.06838321631642;38.47824906103956;-11.701622028830476;Bd RLB-70859;810.1370648123428;1760296.2432596276;0.0;0.0;69.15553010157112;2098814.751578787;0.0;0.0;66.67333430691437;2031111.049914955;0.0;0.0;68.52989119410671;2098814.751578787;0.0;0.0;68.58030254409427;2246966.362654331;0.0;0.0;70.62723271850128;2721678.8536252454;0.0;0.0;69.02439349990058;2340649.1068546963;0.0;0.0;66.1404506254531;2031111.049914955;0.0;0.0;68.80868743244955;2098814.751578787;0.0;0.0;631.3825600215685;1826581.185265507;0.0;0.0;1989.059447256902;21254838.106225677;0.0;0.0
RLB-64925;1477.5749999999998;447.75;6;876.8234167975694;249.03012139672714;48.90336499131464;-17.71277486401652;Bd RLB-64925;1060.8335030689045;2345602.385187606;0.0;0.0;110.98218394610609;2796679.7669544527;0.0;0.0;107.00738728159823;2706464.2906010835;0.0;0.0;108.8124431784606;2796679.7669544527;0.0;0.0;105.59482268083194;3287363.6393790124;0.0;0.0;110.46142385312591;4391256.106632706;0.0;0.0;111.96919576139585;3687705.4226213577;0.0;0.0;107.51827560248122;2754239.800092958;0.0;0.0;112.27469124033642;2796679.7669544527;0.0;0.0;824.3101488851688;2433926.880837688;0.0;0.0;2759.7640754984095;29996597.826215766;0.0;0.0
RLB-71867;9719.926831598208;2945.4323732115786;38;5046.033105089771;1250.4488284493;228.93547991901534;-77.63983925574222;Bd RLB-71867;7775.832104725057;1444800.9070674763;0.0;0.0;121.94751896358584;1754809.0911479434;0.0;0.0;118.0137280292766;1663294.2219522703;0.0;0.0;121.94751896358584;1779403.45146426;0.0;0.0;1744.9965751606053;9956129.14661035;0.0;0.0;1588.5612057701578;17361522.313892905;0.0;0.0;1817.2652699767618;15093114.720683867;0.0;0.0;1785.0891186259537;6763140.165889878;0.0;0.0;121.94751896358584;1779403.45146426;0.0;0.0;5989.279570165829;1510247.4665517386;0.0;0.0;21184.880129344398;59105864.93672494;0.0;0.0
RLB-71115;895.1056640625;271.244140625;4;484.0695751800786;158.2226980454342;28.333712747016662;-11.415422960358837;Bd RLB-71115;541.5840719794008;2126077.026225987;0.0;0.0;63.64315798662738;2534937.992807907;0.0;0.0;61.055322953507144;2453165.7994915233;0.0;0.0;63.52569212072867;2534937.992807907;0.0;0.0;61.239209633635056;2689327.020236372;0.0;0.0;63.86427580127709;3314224.381528494;0.0;0.0;64.41699315646215;2943599.6635052217;0.0;0.0;61.13361070696163;2461149.389929986;0.0;0.0;64.08390747343407;2534937.992807907;0.0;0.0;446.46364031836066;2206135.2642066944;0.0;0.0;1491.0098821303945;25798492.523548;0.0;0.0
RLB-67393;1003.1009033203125;303.969970703125;4;631.3188218282249;256.64783935270066;37.218090682716024;-13.078981388078047;Bd RLB-67393;778.4094338292756;797108.3377837646;0.0;0.0;67.77183244001165;950398.4027421809;0.0;0.0;65.77083304287895;919740.3897504976;0.0;0.0;68.46098173274717;950398.4027421809;0.0;0.0;66.6673211555005;1362532.800551996;0.0;0.0;68.39125384806457;2300261.118178972;0.0;0.0;68.8199974230875;1684604.5548446262;0.0;0.0;66.02322903526402;958812.2463332373;0.0;0.0;70.01287990468985;950398.4027421809;0.0;0.0;654.962141412847;827124.7668762315;0.0;0.0;1975.2899038243668;11701379.422545869;0.0;0.0
RLB-62291;37664.201953125;11413.39453125;148;14274.146440665701;6850.899351020763;780.7244931126227;-248.87169671962056;Bd RLB-62291;29536.2054693483;4431081.7734375;0.0;0.0;470.57573713322205;5407838.372460937;0.0;0.0;455.3958746450536;5098124.839453124;0.0;0.0;470.57573713322205;5503140.216796875;0.0;0.0;7152.792566524936;24047320.73638195;0.0;0.0;6484.840870433694;35662457.61821356;0.0;0.0;7284.641472085461;39661812.71719086;0.0;0.0;7524.185206662578;20417302.699171934;0.0;0.0;470.57573713322205;5503140.216796875;0.0;0.0;25142.671117546503;4640717.439160156;0.0;0.0;84992.4597886462;150372936.62906379;0.0;0.0
RLB-70869;768.9153076171874;233.004638671875;3;565.2691198131533;308.25994050024684;34.79732202366207;-9.629935957779537;Bd RLB-70869;815.9357984406798;619109.5896853221;0.0;0.0;55.82294155179827;738169.1261632687;0.0;0.0;55.021868370354845;714357.2188676794;0.0;0.0;56.75116139447848;738169.1261632687;0.0;0.0;56.08234117859091;714357.2188676794;0.0;0.0;57.26137138672035;738169.1261632687;0.0;0.0;57.37263006085136;738169.1261632687;0.0;0.0;56.32219951378228;714357.2188676794;0.0;0.0;55.69959983053133;738169.1261632687;0.0;0.0;721.2902813341386;642423.5251496634;0.0;0.0;1987.5601930619262;7095450.402254367;0.0;0.0
RLB-71124;5499.53056640625;1666.5244140625;22;3419.5226205903296;1217.1148346059522;196.5201386805979;-56.15913609141188;Bd RLB-71124;4652.245221255187;4319132.769246425;0.0;0.0;404.6558797835323;5149735.224870738;0.0;0.0;394.01996829045345;4983614.733745874;0.0;0.0;407.8648567305916;5149735.224870738;0.0;0.0;390.6436383785318;4983614.733745874;0.0;0.0;405.16845339751524;5149735.224870738;0.0;0.0;404.990286678963;5149735.224870738;0.0;0.0;396.06203872908577;4983614.733745874;0.0;0.0;408.21689845107744;5149735.224870738;0.0;0.0;4016.443834985856;4481770.630661693;0.0;0.0;11880.311076680793;49500423.725499436;0.0;0.0
RLB-67766;487.84328613281247;147.831298828125;2;564.3978449914866;102.97694437258974;25.755041372105918;-5.653461775066469;Bd RLB-67766;557.1349466831641;558393.6304259282;0.0;0.0;37.15864458149518;665777.0208924527;0.0;0.0;36.05476443033225;644300.3427991478;0.0;0.0;36.161927336306356;665777.0208924527;0.0;0.0;35.459024864503675;882772.6143381842;0.0;0.0;36.80594069406451;1335154.7895757076;0.0;0.0;37.46589171858319;986432.0717939525;0.0;0.0;35.180864345766466;646837.355135937;0.0;0.0;37.05316404688637;665777.0208924527;0.0;0.0;422.4164461756067;579421.280718189;0.0;0.0;1270.891614876709;7630643.147464404;0.0;0.0
RLB-71689;761.238134765625;230.67822265625;3;382.3783265323887;224.923477268583;26.080959746578458;-10.211776798926687;Bd RLB-71689;541.2642714404033;886388.0631157407;0.0;0.0;52.33650633396382;1056847.306022614;0.0;0.0;50.182433273699104;1022755.4574412394;0.0;0.0;52.04016982174536;1056847.306022614;0.0;0.0;49.30918888818224;1083316.7533988634;0.0;0.0;51.831426765130466;1368939.8325132797;0.0;0.0;51.68108800198708;1165073.0116731192;0.0;0.0;50.794483808033064;1022755.4574412394;0.0;0.0;51.96699594893393;1056847.306022614;0.0;0.0;488.4764763146051;919766.2316563188;0.0;0.0;1439.8830405966835;10639536.725307642;0.0;0.0
