;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];Name;February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg]
RLB-68837;5863.67138671875;1776.8701171875;23;3298.29264990142;890.8792768864064;185.01201584326063;-65.05760037637506;Bd RLB-68837;4276.87558105754;4048803.617114494;0.0;0.0;427.37631720011507;4827419.69732882;0.0;0.0;416.42348441115496;4671696.481285955;0.0;0.0;428.14699262797654;4827419.69732882;0.0;0.0;418.5290580577006;7055102.472182884;0.0;0.0;430.52386384731005;11226483.198986782;0.0;0.0;430.76092531126835;8219397.075440489;0.0;0.0;415.6613407014598;4782567.256091828;0.0;0.0;432.48125388568394;4827419.69732882;0.0;0.0;3358.951081108246;4201262.268547311;0.0;0.0;11035.729898208456;58687571.4616362;0.0;0.0
RLB-90523;2139.400634765625;648.30322265625;8;1310.4212366734087;472.59174297662133;75.77626046167285;-20.143411874560453;Bd RLB-90523;1841.7015416606985;1097762.2132961755;0.0;0.0;155.3143375401272;1308870.3312377476;0.0;0.0;149.68946610273196;1266648.707649433;0.0;0.0;155.24924548749368;1308870.3312377476;0.0;0.0;150.72831939921227;1266648.707649433;0.0;0.0;156.55788479847226;1308870.3312377476;0.0;0.0;159.16911751560812;1308870.3312377476;0.0;0.0;151.5884984881687;1266648.707649433;0.0;0.0;155.0444391118481;1308870.3312377476;0.0;0.0;1603.8467163384403;1139099.8592877612;0.0;0.0;4678.889566442801;12581159.851720974;0.0;0.0
RLB-68440;765.69990234375;232.0302734375;3;756.4833100861697;233.8071321821032;38.56527189325012;-10.395567297569704;Bd RLB-68440;826.7015540500366;1025600.4725830222;0.0;0.0;56.06444365308221;1222831.332695142;0.0;0.0;55.08722050078816;1183385.160672718;0.0;0.0;56.926678932751656;1222831.332695142;0.0;0.0;54.49583222280244;1265596.4280987065;0.0;0.0;57.28636232776667;1500510.6461832044;0.0;0.0;56.624969405798765;1333763.8150731158;0.0;0.0;55.21651351750416;1183385.160672718;0.0;0.0;56.57103896523192;1222831.332695142;0.0;0.0;657.1529368821735;1064220.7007049841;0.0;0.0;1932.1275504579362;12224956.382073894;0.0;0.0
RLB-68900;4751.16372096392;1439.746582110279;19;2382.089106626154;699.1545493793974;139.73344982821308;-47.793592914040616;Bd RLB-68900;3233.1861792672157;3179127.8145368947;0.0;0.0;351.84678392327737;3790498.548101682;0.0;0.0;340.72685916874076;3668224.4013887243;0.0;0.0;351.18116023981065;3790498.548101682;0.0;0.0;340.4325036369045;5095811.653228463;0.0;0.0;349.6187373196128;7984947.055244684;0.0;0.0;351.98947743611745;6019761.95032962;0.0;0.0;340.7899011936873;3729407.047268375;0.0;0.0;351.9860456053935;3790498.548101682;0.0;0.0;2567.5551132974488;3298838.8910583416;0.0;0.0;8579.31276108821;44347614.45736015;0.0;0.0
RLB-68747;758.8517578125;229.955078125;3;632.2064656095228;168.6062054169408;32.35017645679757;-9.055459185842206;Bd RLB-68747;716.9507668352682;886942.2145163045;0.0;0.0;55.79576773391824;1057508.0250002092;0.0;0.0;54.796456829521574;1023394.8629034283;0.0;0.0;56.77689095215272;1057508.0250002092;0.0;0.0;55.70999804535388;1126990.3340031258;0.0;0.0;57.44437636934403;1387349.0023961435;0.0;0.0;55.7500504990764;1186537.3508589831;0.0;0.0;54.20603481507814;1023394.8629034283;0.0;0.0;57.09154142754502;1057508.0250002092;0.0;0.0;569.0212733691502;920341.2818777026;0.0;0.0;1733.5431568764084;10727473.984459743;0.0;0.0
RLB-79501;1219.232373046875;369.46435546875;5;839.6263167353917;267.8470297815213;46.15315353719029;-13.816763246446772;Bd RLB-79501;1082.7734280200611;918151.606339026;0.0;0.0;93.24959626470533;1094719.2229426848;0.0;0.0;89.01300219614599;1059405.699621953;0.0;0.0;91.26416735251529;1094719.2229426848;0.0;0.0;88.80185048384955;1136466.4736010232;0.0;0.0;91.31873295771513;1378362.0477802826;0.0;0.0;91.94181376132848;1211004.2394823781;0.0;0.0;88.60210913607753;1059405.699621953;0.0;0.0;90.49779852265135;1094719.2229426848;0.0;0.0;880.1630282175129;952725.9239490684;0.0;0.0;2687.6255269125627;10999679.35922374;0.0;0.0
RLB-71775;2870.1105468749997;869.73046875;11;2299.057911463128;588.2581806357716;117.75536088383926;-32.13911072000064;Bd RLB-71775;2651.148476376325;2431361.999111813;0.0;0.0;211.70969400930986;2898931.6143256235;0.0;0.0;201.5605669810568;2805417.6912828614;0.0;0.0;210.2332721762949;2898931.6143256235;0.0;0.0;202.25303719564252;2913511.8195853885;0.0;0.0;210.41630857157895;3391461.6128232945;0.0;0.0;211.33374349832712;3108984.135966846;0.0;0.0;202.11345039612087;2805417.6912828614;0.0;0.0;210.56254119871372;2898931.6143256235;0.0;0.0;2136.9180263547423;2522916.099566035;0.0;0.0;6448.249116758112;28675865.892595973;0.0;0.0
RLB-51954;2264.14482421875;686.1044921875;9;784.5972032413193;354.0339790755181;55.87338696045347;-26.176250338562152;Bd RLB-51954;1167.0474943780655;2776901.5720246485;0.0;0.0;154.78885168708135;3310921.105106312;0.0;0.0;147.6713994034872;3204117.1984899794;0.0;0.0;154.32374891284644;3310921.105106312;0.0;0.0;149.66654883804395;3976922.099196489;0.0;0.0;154.44066168350025;5614934.162250293;0.0;0.0;155.3679692229195;4730899.583990018;0.0;0.0;147.1271127093397;3380760.97201416;0.0;0.0;154.709719629337;3310921.105106312;0.0;0.0;979.5359270748631;2881466.5249798438;0.0;0.0;3364.6794335394843;36498765.428264365;0.0;0.0
RLB-79430;688.4979492187499;208.6357421875;3;545.9305450255107;266.43194956337;32.13926398429488;-7.2539839961372135;Bd RLB-79430;758.6483061598317;865920.7120585426;0.0;0.0;52.56869609776741;1032443.9259159548;0.0;0.0;51.11838103561979;999139.2831444723;0.0;0.0;52.62112683005443;1032443.9259159548;0.0;0.0;50.50934584627046;999139.2831444723;0.0;0.0;53.05662980209094;1032443.9259159548;0.0;0.0;53.606732983709676;1032443.9259159548;0.0;0.0;51.91067420683211;999139.2831444723;0.0;0.0;53.10676528687515;1032443.9259159548;0.0;0.0;689.7613954312933;898528.2209470943;0.0;0.0;1866.908053680345;9924086.412018828;0.0;0.0
RLB-71113;1e-05;1e-05;1;96.27887412436483;25.44049832860825;3.955879688054959;-0.6987430448384505;Bd RLB-71113;90.69678330368797;360607.5147528378;0.0;0.0;8.010886283999131;429955.11374376813;0.0;0.0;7.732715990946779;416085.59394558205;0.0;0.0;8.270897233182284;429955.11374376813;0.0;0.0;7.942612378250405;468923.9438552954;0.0;0.0;7.798852153829397;564735.7118933909;0.0;0.0;7.758546247829235;508790.78120694467;0.0;0.0;8.175041016200153;421945.9915973956;0.0;0.0;8.098150191063272;429955.11374376813;0.0;0.0;65.6281170639282;374187.49007973325;0.0;0.0;220.1126018629168;4405142.368562484;0.0;0.0
RLB-71683;4200.474609375;1272.87109375;17;1819.9701528898636;872.3029546090839;122.5028310718408;-39.72277798819336;Bd RLB-71683;3089.604646313972;2709404.2678724555;0.0;0.0;313.13326088671766;3230443.55015562;0.0;0.0;300.1827179906056;3126235.693698987;0.0;0.0;312.2449675214455;3230443.55015562;0.0;0.0;301.0210081497541;3126235.693698987;0.0;0.0;312.98943409115;3230443.55015562;0.0;0.0;310.96262117462817;3230443.55015562;0.0;0.0;301.5028853327206;3126235.693698987;0.0;0.0;314.21215070474784;3230443.55015562;0.0;0.0;2786.3429457277025;2811427.9780544387;0.0;0.0;8342.196637893445;31051757.077801954;0.0;0.0
RLB-64627;3402.4095703125;1031.033203125;13;2350.633192752623;1086.2841881261363;140.05322796449718;-35.21040337525114;Bd RLB-64627;3276.6705773128188;2446084.2089042915;0.0;0.0;248.15681082153472;2916485.018308963;0.0;0.0;238.9471441995309;2822404.8564280285;0.0;0.0;248.49084840104334;2916485.018308963;0.0;0.0;240.0230483996282;2822404.8564280285;0.0;0.0;250.62915209014204;2916485.018308963;0.0;0.0;250.44224630902602;2916485.018308963;0.0;0.0;239.78013684010912;2822404.8564280285;0.0;0.0;247.42731936700287;2916485.018308963;0.0;0.0;2919.4762966952317;2538192.7844477845;0.0;0.0;8160.043580436068;28033916.65418098;0.0;0.0
RLB-66940;305.5311767578125;92.585205078125;1;481.55312992949337;149.4800453839382;23.054671337334963;-4.836138476626928;Bd RLB-66940;485.60644250169054;395016.4943314593;0.0;0.0;21.181113802432552;470981.20477981685;0.0;0.0;20.736837723911812;455788.2626901453;0.0;0.0;21.735675701138746;470981.20477981685;0.0;0.0;21.255070704627563;698787.6130058533;0.0;0.0;21.6402819636405;1137136.7756504028;0.0;0.0;21.23362323661641;811369.04887576;0.0;0.0;21.03326774582434;465141.57247745665;0.0;0.0;21.791706510323905;470981.20477981685;0.0;0.0;362.8759174215471;409892.2212755907;0.0;0.0;1019.0899373117535;5786075.602646118;0.0;0.0
RLB-91157;103.1499755859375;31.257568359375;1;100.91450982072085;58.53365703026377;6.041648552539813;-2.035762374210676;Bd RLB-91157;113.17163701245983;458452.8734906296;0.0;0.0;7.115656899215831;546616.8876234429;0.0;0.0;7.25191180450744;528984.0847968804;0.0;0.0;7.786245487323607;546616.8876234429;0.0;0.0;6.956356166878673;537156.9656076218;0.0;0.0;7.232663139306426;594433.8870916462;0.0;0.0;7.767810912260795;563585.8923533135;0.0;0.0;6.949159980920071;528984.0847968804;0.0;0.0;7.25261388650901;546616.8876234429;0.0;0.0;102.32131764171574;475717.18724264845;0.0;0.0;273.8053729310974;5327165.63824995;0.0;0.0
RLB-71359;929.660595703125;281.71533203125;4;834.6632043581635;238.86259299353745;42.63676004478966;-11.501154125618603;Bd RLB-71359;951.7452874905326;766425.414604469;0.0;0.0;71.57972760461828;913814.9174130206;0.0;0.0;68.96259847251851;884337.0168513103;0.0;0.0;71.1006272100957;913814.9174130206;0.0;0.0;68.35347410468452;1015709.9645725715;0.0;0.0;70.6134592909178;1322052.0790766343;0.0;0.0;71.03287907214866;1071820.8048883334;0.0;0.0;68.84952871585384;884337.0168513103;0.0;0.0;71.44286346172456;913814.9174130206;0.0;0.0;756.6479478121563;795286.5169110554;0.0;0.0;2270.3283932352506;9481413.565994747;0.0;0.0
RLB-67874;894.544921875;271.07421875;4;734.1107308046395;313.6627061280913;41.50717771593875;-10.455444674536174;Bd RLB-67874;990.021169507418;693227.7205152262;0.0;0.0;69.06883907360128;826540.7436912312;0.0;0.0;68.28747085260271;799878.1390560302;0.0;0.0;68.99060995744273;826540.7436912312;0.0;0.0;66.53125701960332;799878.1390560302;0.0;0.0;68.89141030447475;826540.7436912312;0.0;0.0;68.96529346215203;826540.7436912312;0.0;0.0;66.16192092568767;799878.1390560302;0.0;0.0;69.40807548161764;826540.7436912312;0.0;0.0;871.802849985718;719332.5832022168;0.0;0.0;2408.128896570318;7944898.439341689;0.0;0.0
RLB-67867;8541.742236328124;2588.40673828125;34;3942.0046925045654;1583.347212776051;250.7551222243544;-85.17130990675915;Bd RLB-67867;6024.143124140809;8112080.447506371;0.0;0.0;626.9000397196895;9672095.918180672;0.0;0.0;611.2665035893496;9360092.824045813;0.0;0.0;626.1372562531377;9672095.918180672;0.0;0.0;604.8025374775233;9360092.824045813;0.0;0.0;628.9736949732903;9672095.918180672;0.0;0.0;626.9074577904354;9672095.918180672;0.0;0.0;609.1889999592107;9360092.824045813;0.0;0.0;628.9900263966834;9672095.918180672;0.0;0.0;5207.041738443647;8417540.718399173;0.0;0.0;16194.351378743777;92970379.22894633;0.0;0.0
RLB-91438;1176.06328125;356.3828125;5;426.20794203199097;200.56344351061875;30.170597373884817;-12.344722750992942;Bd RLB-91438;678.2787698149491;1076564.0685696537;0.0;0.0;82.49242485840934;1283595.6202176637;0.0;0.0;80.6167480418967;1242189.3098880616;0.0;0.0;81.82822940291443;1283595.6202176637;0.0;0.0;79.61432238919635;1242189.3098880616;0.0;0.0;81.17689922846996;1310221.4659898048;0.0;0.0;81.87747680845706;1295689.483061277;0.0;0.0;79.53687392306027;1242189.3098880616;0.0;0.0;82.8539974955518;1283595.6202176637;0.0;0.0;621.1998750128516;1117103.2697751524;0.0;0.0;1949.4756169757566;12376933.077713063;0.0;0.0
RLB-75300;4352.152158075572;1318.8339872956278;17;770.4989032772455;546.9680085274963;79.08560928428388;-37.07570608156761;Bd RLB-75300;1981.0704046231178;3296085.2357711205;0.0;0.0;296.00747936497305;3929947.781111721;0.0;0.0;282.3531186953897;3803175.2720436007;0.0;0.0;293.2334181288054;3929947.781111721;0.0;0.0;287.5697065348063;3803175.2720436007;0.0;0.0;295.02428319372234;3929947.781111721;0.0;0.0;296.1651460085217;3929947.781111721;0.0;0.0;286.24827611518134;3803175.2720436007;0.0;0.0;296.5616853150746;3929947.781111721;0.0;0.0;1786.720791564692;3420199.9895675383;0.0;0.0;6100.954309544285;37775549.94702806;0.0;0.0
RLB-67003;4917.66064453125;1490.2001953125;19;2331.8008634175912;862.9577896199924;144.81016159481524;-52.50675431627661;Bd RLB-67003;3342.1312611273156;3911546.9360264456;0.0;0.0;358.4467360359145;4663767.500646916;0.0;0.0;349.32923767374024;4513323.387722822;0.0;0.0;359.8279535559653;4663767.500646916;0.0;0.0;348.02297887795413;6663043.613526075;0.0;0.0;359.07235826508014;10393398.670375587;0.0;0.0;359.6263988860057;7871427.077663244;0.0;0.0;346.73220534961104;4704843.510214337;0.0;0.0;360.17553474107024;4663767.500646916;0.0;0.0;2640.6120700634397;4058837.026718003;0.0;0.0;8823.976734576096;56107722.72418727;0.0;0.0
RLB-71865;583.9074462890625;176.941650390625;2;827.7973318951665;181.53470356903443;37.669186538328724;-8.144544477971156;Bd RLB-71865;812.2965821875904;640527.5769899552;0.0;0.0;42.11145528202575;763705.9571803311;0.0;0.0;40.268708672083264;739070.281142256;0.0;0.0;41.92011157236255;763705.9571803311;0.0;0.0;41.0530582106976;934384.0761234604;0.0;0.0;41.78706641945602;1307193.1762216643;0.0;0.0;41.59032776015745;971550.2691834029;0.0;0.0;40.23019965152814;739070.281142256;0.0;0.0;41.372186485679144;763705.9571803311;0.0;0.0;609.9671038553572;664648.0141964486;0.0;0.0;1752.5968000969376;8287561.546540437;0.0;0.0
RLB-79477;1219.8873779296875;369.662841796875;5;958.5240524906725;331.60214009528823;52.09482940845779;-12.228492659629056;Bd RLB-79477;1257.0275081622503;819184.8121752078;0.0;0.0;90.85333741490994;976720.3529781324;0.0;0.0;88.81484985157746;945213.2448175475;0.0;0.0;90.98318040769621;976720.3529781324;0.0;0.0;87.44493792715052;945213.2448175475;0.0;0.0;92.2649862532638;976720.3529781324;0.0;0.0;91.5837152649446;976720.3529781324;0.0;0.0;88.66033027850457;945213.2448175475;0.0;0.0;91.4304725487608;976720.3529781324;0.0;0.0;1098.951107772732;850032.6002357369;0.0;0.0;3078.0144258817904;9388458.91175425;0.0;0.0
RLB-71079;3974.035473632812;1204.253173828125;16;1840.0337087449811;741.3976550957366;117.01348160509674;-40.59882153007637;Bd RLB-71079;2816.9174870639426;2670101.6592931435;0.0;0.0;296.7820931205915;3183582.747618748;0.0;0.0;285.65193658934334;3080886.5299536274;0.0;0.0;291.00970090472634;3183582.747618748;0.0;0.0;285.63771546015545;3080886.5299536274;0.0;0.0;293.6484363627172;3303057.542108913;0.0;0.0;295.15042913970996;3197049.078003306;0.0;0.0;286.6910183678133;3080886.5299536274;0.0;0.0;294.1059563100968;3183582.747618748;0.0;0.0;2396.420205022577;2770645.414979111;0.0;0.0;7542.014978341675;30734261.527101602;0.0;0.0
RLB-71773;114.760400390625;34.77587890625;1;195.6235989560167;53.36046767717658;9.048318835500657;-1.8235516860567513;Bd RLB-71773;192.31053829786885;428520.99812345573;0.0;0.0;8.171302196541482;510928.8823779664;0.0;0.0;7.746365328193356;494447.3055270643;0.0;0.0;8.06436934478684;510928.8823779664;0.0;0.0;7.662018185758435;494447.3055270643;0.0;0.0;7.868371387346322;510928.8823779664;0.0;0.0;7.88507443626219;510928.8823779664;0.0;0.0;8.063956593671161;494447.3055270643;0.0;0.0;8.1129183369313;510928.8823779664;0.0;0.0;154.59774748519195;444658.2530527022;0.0;0.0;410.4826615925519;4911165.579647183;0.0;0.0
RLB-74976;1991.0190673828124;603.339111328125;8;971.4301570490665;664.2613204849371;69.75179858137855;-23.258022364821404;Bd RLB-74976;1549.6245738456264;1625004.0114962808;0.0;0.0;134.66295571908918;1937504.7829378736;0.0;0.0;133.4251063122783;1875004.6286495551;0.0;0.0;137.42338249015495;1937504.7829378736;0.0;0.0;131.48718552761022;1875004.6286495551;0.0;0.0;135.95169101571332;1937504.7829378736;0.0;0.0;136.0356420413635;1937504.7829378736;0.0;0.0;131.25097197376124;1875004.6286495551;0.0;0.0;135.84576397137903;1937504.7829378736;0.0;0.0;1530.9880839946625;1686194.7332913547;0.0;0.0;4156.695356891639;18623736.54542567;0.0;0.0
RLB-70900;1015.4485107421874;307.711669921875;4;1396.5970602930774;292.61291390872674;63.3613950844102;-11.667083429823272;Bd RLB-70900;1432.2949608453464;713199.5244016638;0.0;0.0;74.65991268254741;850353.2790942916;0.0;0.0;73.74816124492682;822922.5281557661;0.0;0.0;74.26368216031996;850353.2790942916;0.0;0.0;72.4774640874254;822922.5281557661;0.0;0.0;74.79606967847756;853248.4592722495;0.0;0.0;76.41261681066382;850353.2790942916;0.0;0.0;72.29663915988753;822922.5281557661;0.0;0.0;74.87647285694545;850353.2790942916;0.0;0.0;1132.987848006558;740056.5315263208;0.0;0.0;3158.8138275330984;8176685.216044699;0.0;0.0
RLB-61730;1e-05;1e-05;1;136.78142181437659;41.727280645266205;5.801532913271724;-1.6091658679716832;Bd RLB-61730;115.62658558660459;370260.4937016751;0.0;0.0;7.363440553882574;441464.434798151;0.0;0.0;7.327775035985273;427223.64657885587;0.0;0.0;7.503100264989711;441464.434798151;0.0;0.0;6.975432829386669;527828.6638835986;0.0;0.0;7.503018324877051;721799.2309671992;0.0;0.0;7.22311379968605;610709.8180756915;0.0;0.0;7.100891904693174;446394.9555078433;0.0;0.0;6.994105445026121;441464.434798151;0.0;0.0;95.83631513579043;384203.952749477;0.0;0.0;269.4537788809217;4812814.065858793;0.0;0.0
RLB-78836;3375.9217529296875;1023.006591796875;13;2058.945245414668;598.8420764797744;114.51076923598345;-30.321036638571766;Bd RLB-78836;2846.1947222076606;2035497.7095980872;0.0;0.0;246.28095736472667;2426939.5768284886;0.0;0.0;240.79796461965861;2348651.2033824082;0.0;0.0;247.7761082697123;2426939.5768284886;0.0;0.0;239.14760521473985;2348651.2033824082;0.0;0.0;246.59191245298678;2426939.5768284886;0.0;0.0;249.42318954080793;2426939.5768284886;0.0;0.0;240.04076931216832;2348651.2033824082;0.0;0.0;246.1814279462151;2426939.5768284886;0.0;0.0;2493.7560021534323;2112145.660789839;0.0;0.0;7296.190659082109;23328294.864677593;0.0;0.0
RLB-70512;265.522705078125;80.46142578125;1;299.0471419559991;100.79477824954992;15.207551615664721;-2.7017617952321804;Bd RLB-70512;358.66766410367404;389468.0199183751;0.0;0.0;19.71235172311135;464365.7160565242;0.0;0.0;18.986338920616184;449386.17682889436;0.0;0.0;19.4659747382669;464365.7160565242;0.0;0.0;18.68509306173666;449386.17682889436;0.0;0.0;20.143101745667156;464365.7160565242;0.0;0.0;19.77670922328965;464365.7160565242;0.0;0.0;19.3066811418043;449386.17682889436;0.0;0.0;19.6913521868749;464365.7160565242;0.0;0.0;310.6822796019337;404134.780376112;0.0;0.0;825.1175464469749;4463589.911063791;0.0;0.0
RLB-71273;907.337255859375;274.95068359375;4;791.117907802024;272.43041972429864;42.12646444343361;-11.7201248746556;Bd RLB-71273;891.2639732551135;980600.1918099537;0.0;0.0;70.9695900139458;1169177.1517734062;0.0;0.0;66.79690294118284;1131461.7597807157;0.0;0.0;70.0042271490135;1169177.1517734062;0.0;0.0;67.99824204799893;1662335.719981021;0.0;0.0;69.08126229570387;2636307.2604044685;0.0;0.0;69.13129975906371;2019059.3167484077;0.0;0.0;66.82580324531206;1196412.7417649094;0.0;0.0;70.58617138879649;1169177.1517734062;0.0;0.0;690.5054512865229;1017525.9684012849;0.0;0.0;2133.1629233826534;14151234.414210979;0.0;0.0
RLB-69425;1e-05;1e-05;1;181.83563184381643;60.007763340341164;7.8599104268184545;-2.0563503484126873;Bd RLB-69425;155.82993068598182;377436.13527161954;0.0;0.0;7.429754457525245;450020.0074392387;0.0;0.0;7.091138060627852;435503.2330057149;0.0;0.0;7.292602634325634;450020.0074392387;0.0;0.0;7.089963825740244;475339.11040242965;0.0;0.0;7.41342480369145;612593.6287762355;0.0;0.0;7.188440468634116;514699.0577360006;0.0;0.0;7.032789856808891;435604.3153252559;0.0;0.0;7.196724253862512;450020.0074392387;0.0;0.0;135.52271350554653;391649.80126481573;0.0;0.0;349.0874825527443;4592885.304099788;0.0;0.0
RLB-78598;691.203369140625;209.45556640625;3;590.5277759206775;254.8710515284242;33.235489968267686;-7.393309961785987;Bd RLB-78598;783.0063444323187;941961.4395418516;0.0;0.0;53.515258942546815;1123107.870222977;0.0;0.0;51.49124273387551;1086878.5840867518;0.0;0.0;52.807397459346475;1123107.870222977;0.0;0.0;50.24619031775672;1086878.5840867518;0.0;0.0;53.51786413273888;1123107.870222977;0.0;0.0;54.17317766236466;1123107.870222977;0.0;0.0;51.035336153523794;1086878.5840867518;0.0;0.0;52.69637511602939;1123107.870222977;0.0;0.0;715.647924780564;977432.2413134186;0.0;0.0;1918.137111731065;10795568.784230411;0.0;0.0
RLB-67302;1e-05;1e-05;1;310.9914672791804;61.09959785274235;12.092959700120822;-2.0907036521959808;Bd RLB-67302;275.38517271846854;408447.49167012575;0.0;0.0;7.874746980907009;486995.08622207306;0.0;0.0;7.7064641349259295;471285.5673116836;0.0;0.0;7.925960656760855;486995.08622207306;0.0;0.0;7.683097713129079;616136.292367758;0.0;0.0;7.885172189069609;843871.5238946159;0.0;0.0;8.329945769242208;682983.6884698102;0.0;0.0;7.881869776419287;480328.73640113825;0.0;0.0;8.045996214595688;486995.08622207306;0.0;0.0;192.08084634040503;423828.90143407474;0.0;0.0;530.7992724939232;5387867.460215425;0.0;0.0
RLB-67504;8812.658056640625;2670.50244140625;35;5809.026449831872;1796.4579988260716;320.61706172005506;-86.63339915627839;Bd RLB-67504;7648.46471100845;5118432.999687374;0.0;0.0;647.6918356635618;6102747.038088791;0.0;0.0;624.611415915155;5905884.230408507;0.0;0.0;643.5946011555247;6102747.038088791;0.0;0.0;626.6752166282807;5905884.230408507;0.0;0.0;648.2616395411435;6102747.038088791;0.0;0.0;648.3209149167675;6102747.038088791;0.0;0.0;627.9482843729056;5905884.230408507;0.0;0.0;643.3580547874722;6102747.038088791;0.0;0.0;6555.237673259344;5311168.876133984;0.0;0.0;19314.164347248603;58660989.75749084;0.0;0.0
RLB-71293;515.09970703125;156.0908203125;2;447.8073633731851;163.14982464354293;24.148606169137413;-5.401693804422704;Bd RLB-71293;568.1310354008009;635746.0944525371;0.0;0.0;39.09344575981338;758004.9587703329;0.0;0.0;37.41359813849686;733553.1859067737;0.0;0.0;38.5484657869086;758004.9587703329;0.0;0.0;36.72115097426158;733553.1859067737;0.0;0.0;38.0636645081804;758004.9587703329;0.0;0.0;37.97424520469846;758004.9587703329;0.0;0.0;37.05864182968851;733553.1859067737;0.0;0.0;38.5336889906204;758004.9587703329;0.0;0.0;504.32002819602553;659686.4166264313;0.0;0.0;1375.8579647894944;7286116.862650953;0.0;0.0
RLB-66819;1e-05;1e-05;1;83.2139651236254;40.12607187038131;4.008551285638552;-1.0724344368705674;Bd RLB-66819;79.9085969339016;409917.42284668394;0.0;0.0;7.364524257016254;488747.6964710462;0.0;0.0;6.826050108886171;472981.6417461738;0.0;0.0;7.838341979388603;488747.6964710462;0.0;0.0;7.198106169153017;472981.6417461738;0.0;0.0;7.101312785332196;488747.6964710462;0.0;0.0;7.1457875985735;488747.6964710462;0.0;0.0;7.1671510704231505;472981.6417461738;0.0;0.0;7.1808920087464925;488747.6964710462;0.0;0.0;77.04022385281971;425354.1456542514;0.0;0.0;214.77098676424072;4697954.976094688;0.0;0.0
RLB-79622;2621.706591796875;794.45654296875;10;515.3626064049558;383.01409242764004;51.04479764369999;-26.339629270250867;Bd RLB-79622;1212.322234448918;2043710.4897494458;0.0;0.0;177.61214671353073;2436731.737778186;0.0;0.0;170.71792196965396;2358127.4881724375;0.0;0.0;175.5548336467191;2436731.737778186;0.0;0.0;171.8655633329228;2427846.441497028;0.0;0.0;176.18875333022714;2794667.4874624275;0.0;0.0;176.61879358904162;2596844.0162567776;0.0;0.0;170.0874834620566;2358127.4881724375;0.0;0.0;176.10785055524812;2436731.737778186;0.0;0.0;1033.0703606545917;2120667.3619029773;0.0;0.0;3640.14594170291;24010185.986548092;0.0;0.0
RLB-68656;649.8306865238399;196.91838985570905;3;613.7596766961567;181.74781882416437;31.269249325442434;-7.668212136583945;Bd RLB-68656;737.759406909229;632094.6974111893;0.0;0.0;49.86220606006165;753651.3699902642;0.0;0.0;49.18684612874926;729340.0354744493;0.0;0.0;50.47945151700671;753651.3699902642;0.0;0.0;49.78277576144795;729340.0354744493;0.0;0.0;51.10718154175807;753651.3699902642;0.0;0.0;51.35091383963228;753651.3699902642;0.0;0.0;49.900647645763314;729340.0354744493;0.0;0.0;50.83067678458613;753651.3699902642;0.0;0.0;620.4812356417227;655897.5643444662;0.0;0.0;1760.741341829957;7244269.218130324;0.0;0.0
RLB-64922;328.335498046875;99.49560546875;1;640.0163111690703;269.7695053445054;32.304168187081835;-5.585463425794074;Bd RLB-64922;718.723950445356;451693.0702371272;0.0;0.0;23.31524374371961;538557.1222058055;0.0;0.0;21.75932771519492;521184.31181206985;0.0;0.0;22.2735578465823;538557.1222058055;0.0;0.0;21.407771211917684;521184.31181206985;0.0;0.0;22.69889174861644;538557.1222058055;0.0;0.0;22.749426283645644;538557.1222058055;0.0;0.0;22.137589247882627;521184.31181206985;0.0;0.0;22.801872665205025;538557.1222058055;0.0;0.0;614.9844656294874;468702.98184696946;0.0;0.0;1512.8520965376076;5176734.598549333;0.0;0.0
RLB-69569;729.08408203125;220.9345703125;3;186.64690275353445;130.16232811204895;16.37200068672521;-6.486828521216698;Bd RLB-69569;408.60623078583126;574407.7631928372;0.0;0.0;50.93193465058971;684870.7945760752;0.0;0.0;48.645869665241364;662778.1882994276;0.0;0.0;50.33203085521057;684870.7945760752;0.0;0.0;48.57802673409842;662778.1882994276;0.0;0.0;50.96671669754709;684870.7945760752;0.0;0.0;50.288657671923595;684870.7945760752;0.0;0.0;50.03402400185335;662778.1882994276;0.0;0.0;50.03594981275723;684870.7945760752;0.0;0.0;371.32207424760225;596038.3715425658;0.0;0.0;1179.741515122655;6583134.6725140605;0.0;0.0
